g band,r band,age [Gyr]
-8.597244,-9.324308,3.5690447395608196
-8.465217,-9.204323,4.654528023245055
-8.523723,-9.261183,4.305109452302478
-8.2145605,-8.954894,4.714870207946905
-9.089839,-9.823899,4.100124146575643
-9.090932,-9.828235,4.29471262572552
-8.753879,-9.487695,4.087223117608101
-8.398265,-9.129393,3.948190658677939
-8.8341875,-9.5733795,4.442137810215847
-8.738061,-9.465282,3.5565011685745915
-8.399154,-9.234881,3.5929975104854854
-8.879051,-9.612016,4.042630706008335
-8.424878,-9.154781,3.8881906134541584
-8.456024,-9.182912,3.7457972838869154
-9.087364,-9.8232155,4.199540578985866
-8.427699,-9.166879,4.4723709552465944
-8.39236,-9.126855,4.123106274571587
-8.499827,-9.226926,3.755569625888823
-8.467093,-9.206161,4.413316430687049
-8.675021,-9.400704,3.6798804293605247
-8.436564,-9.169819,4.057724336974374
-8.937493,-9.664236,3.5944386207891394
-8.808972,-9.548113,4.568738823768918
-8.739211,-9.472897,4.080338041081932
-8.148608,-8.892885,4.8666277590654925
-8.181984,-8.919726,4.32397449756521
-8.157996,-8.891276,4.059125022494818
-8.707771,-9.446902,4.590182382280679
-8.597026,-9.336137,4.641266969892349
-8.477154,-9.203555,3.621785844737788
-8.46442,-9.204443,4.70311183874178
-8.705537,-9.439157,4.076894009816375
-8.947249,-9.674362,3.5651610297398317
-8.696783,-9.423078,3.718427496908557
-8.789124,-9.527737,4.382539769979701
-8.960895,-9.6965475,4.186720260330347
-8.550222,-9.391794,3.6003105070173156
-8.305809,-9.03764,3.984063004856413
-8.546092,-9.285268,4.480757945519677
-8.509664,-9.236807,3.56271857032419
-8.381402,-9.120382,4.407419451214059
-8.429017,-9.161304,4.007538113421319
-8.579769,-9.427778,3.674476640729356
-8.625677,-9.357548,3.986120231609222
-8.5672245,-9.299543,4.009158833912039
-8.536394,-9.275543,4.5443414266761
-8.104249,-8.866099,5.73424927254111
-8.42512,-9.164487,4.6784269010540385
-8.801223,-9.544282,4.819230530708733
-8.816961,-9.556137,4.480757945519677
-8.277143,-9.13607,3.63262465051319
-8.358057,-9.08633,3.8105831658929095
-8.665541,-9.400108,4.12696897079598
-8.792216,-9.612747,5.000359801432651
-8.500034,-9.24318,4.822606924811266
-8.719874,-9.447458,3.7781668591725985
-8.430662,-9.159246,3.8252373242061317
-8.71307,-9.446162,4.04931737607194
-8.440569,-9.1797,4.589349979807475
-8.3908825,-9.14845,5.496777608961237
-8.961674,-9.7006035,4.404048429781451
-8.123617,-8.8616,4.340066396050586
-8.692158,-9.420032,3.791754839672608
-8.77037,-9.506123,4.193131870508093
-8.795379,-9.522977,3.7788243888244963
-9.100288,-9.827305,3.5727067501531984
-8.591714,-9.318437,3.59610013693017
-8.813257,-9.54045,3.558832692718587
-8.498934,-9.22595,3.5727067501531984
-8.339753,-9.07169,3.9894756266309717
-8.601155,-9.335731,4.127398285476579
-8.338476,-9.205356,3.9756173911924524
-8.453651,-9.183324,3.8770795077896274
-8.630702,-9.479106,3.65394977992778
-8.690222,-9.417862,3.78079798413253
-8.66382,-9.390271,3.6178029925556245
-8.392878,-9.125826,4.041768045958342
-8.74764,-9.480644,4.044680303307498
-8.62929,-9.368435,4.555606673054049
-8.80462,-9.53184,3.5566116996496717
-8.554225,-9.2955265,4.75163002051592
-8.107164,-8.846305,4.5682173466021005
-8.379878,-9.109725,3.885467574384407
-8.749113,-9.479632,3.917892077997312
-8.581124,-9.307478,3.625546708260517
-8.326712,-9.056626,3.888734675947493
-8.512898,-9.23992,3.5723740812020406
-8.621751,-9.3609,4.5470540217155015
-8.257397,-9.115725,3.7161174327581943
-8.846449,-9.586252,4.694853460188533
-8.400867,-9.134784,4.092492029247724
-8.460831,-9.2,4.49709865222864
-8.40662,-9.1458025,4.46439863615872
-8.347878,-9.080719,4.036158329950762
-8.744216,-9.595879,3.9574104050895365
-8.775522,-9.502775,3.5540573895621392
-8.5489,-9.278146,3.8566896758909675
-8.741082,-9.467293,3.714576837644186
-8.2465725,-8.985705,4.587478081566697
-8.9331,-9.660415,3.54917030126874
-8.193945,-8.923939,3.89254614668684
-8.647148,-9.3809805,4.0880828789643875
-8.573137,-9.299866,3.738437361236464
-8.507363,-9.246479,4.416685223111761
-8.747578,-9.482644,4.153553417529121
-8.617663,-9.344653,3.5749249293510275
-8.5939045,-9.320751,3.586237107618121
-8.359505,-9.104806,4.906847690637557
-8.344316,-9.083498,4.463349212816274
-8.527282,-9.289365,5.7479329326622
-8.479247,-9.219087,4.696195818369832
-8.702076,-9.434214,3.999860650626296
-8.381166,-9.120345,4.473629153562612
-8.828645,-9.555459,3.588786064668046
-8.684589,-9.411161,3.7311841765379086
-8.333609,-9.214563,6.475737299893862
-8.407297,-9.169684,5.7657728643941795
-8.31927,-9.046668,3.769505048455718
-8.301038,-9.032084,3.944067681620531
-8.478335,-9.217485,4.542671397761541
-8.157191,-8.896309,4.622079646878058
-8.323519,-9.051362,3.7903300638642854
-8.451147,-9.17826,3.5651610297398317
-8.638151,-9.363973,3.6686301858803976
-8.789344,-9.516093,3.593995124365879
-8.325509,-9.053909,3.816490022180668
-8.435663,-9.162167,3.613597282490886
-9.0702715,-9.809399,4.600996183788299
-8.507358,-9.233251,3.700045707675674
-8.570526,-9.297606,3.5677132713569435
-8.422212,-9.264008,3.6054048252376543
-8.570408,-9.411291,3.6807628086177218
-8.566021,-9.29518,3.8525427044821345
-8.784258,-9.516051,3.982114742505386
-8.584725,-9.323905,4.472580493305099
-8.668721,-9.3966,3.7919734605034563
-8.684531,-9.418386,4.089266264486742
-8.700736,-9.527911,4.988845340654551
-8.601341,-9.327962,3.604186516764271
-8.6430025,-9.373964,3.9397257018272427
-8.354562,-9.094207,4.68886369679184
-8.66257,-9.395121,4.021152735514724
-8.589235,-9.315602,3.6245520332456582
-8.613076,-9.340287,3.557389173035034
-8.819801,-9.547106,3.5500590715942906
-9.166675,-9.893159,3.6151470470945366
-8.624955,-9.354095,3.8516697607655015
-8.833092,-9.559499,3.6213439109178633
-8.788854,-9.522449,4.075601856226557
-8.461515,-9.188432,3.7471160013665585
-8.461311,-9.187337,3.706101813031493
-8.366886,-9.09804,3.9494931830930433
-8.722692,-9.449171,3.6154791475823362
-8.54685,-9.280251,4.065373177062467
-8.455979,-9.2979965,3.8538526266549837
-8.541188,-9.268026,3.5869017513353434
-8.734799,-9.476367,4.761806469089972
-8.642551,-9.37597,4.066342536684354
-8.50623,-9.235811,3.872719932412167
-8.499848,-9.225627,3.6947585392671733
-8.704862,-9.434145,3.8584348507972184
-8.246076,-8.983935,4.331810354640028
-8.410182,-9.136892,3.5970978311625963
-9.029136,-9.764454,4.167043106471356
-8.876609,-9.603811,3.7603987820827314
