g band,r band,age [Gyr]
-7.5927553,-8.519491,9.785291745692083
-8.167671,-9.031563,6.556839517723059
-8.019505,-8.916932,7.530581464082993
-7.992766,-8.845181,7.408121170470812
-7.9474273,-8.767602,7.776035033346246
-8.072332,-8.973507,7.380008114338344
-7.5768256,-8.491125,7.380488422535258
-8.702844,-9.5870285,6.716398984265041
-8.383508,-9.23659,7.324453576595649
-8.287116,-9.185549,7.395035309339775
-8.621968,-9.46445,5.0103509435598745
-8.091247,-8.983532,7.7036509306852015
-8.038675,-8.919222,8.762150098243247
-7.8015723,-8.622479,9.338690508716638
-8.051668,-8.929531,6.562374474939279
-8.109085,-8.982934,7.374246208109098
-8.274625,-9.123022,9.808054459193286
-8.53824,-9.376154,6.843057521943998
-8.100074,-9.014373,7.334114740265049
-8.027329,-8.941383,7.4219812487736485
-8.453094,-9.294667,5.380251000759891
-8.726834,-9.552825,6.175716700717278
-8.086296,-8.95633,7.276298697695719
-7.987142,-8.854426,9.801472013631217
-8.114569,-9.022188,9.544100091075927
-8.1777525,-9.0846,7.400304200542538
-8.214049,-9.114833,7.550180141551306
-8.338962,-9.196647,5.031518852349722
-7.5245214,-8.407993,7.911231655094662
-7.99104,-8.851934,9.940108085495508
-7.79058,-8.678158,8.376939149589347
-7.713573,-8.535714,9.431904660498866
-8.016978,-8.88733,6.682638736039878
-8.378315,-9.239253,7.318812008420696
-8.323356,-9.152902,10.066136139431979
-8.073878,-8.9474745,6.929391682018583
-8.18712,-9.059249,7.370241402412397
-7.538704,-8.462495,9.68433095008886
-7.9029346,-8.70611,9.962166332370613
-8.062572,-8.979418,9.560041509609428
-8.167495,-8.98436,7.327352397324176
-7.948917,-8.80381,8.36342482303189
-8.218189,-9.078478,9.805189060139414
-8.309464,-9.165316,8.268162634717797
-7.881178,-8.766929,9.530134774375757
-8.218756,-9.073996,9.937124072714921
-8.16722,-8.94076,8.405960572435212
-8.267044,-9.148634,9.806250674703268
-8.2154875,-9.068526,7.137712812003736
-7.8920264,-8.775847,6.4940647335248975
-8.652506,-9.435345,7.373124447234488
-7.962547,-8.915628,9.631774487373274
-8.035625,-8.82567,7.785754681047122
-8.283709,-9.097878,4.885276125943694
-7.5906005,-8.510564,9.790194346742748
-7.9273834,-8.791518,7.2596698075187875
-7.893256,-8.750364,7.348985860701855
-7.9868083,-8.894988,7.361906229178797
-8.166853,-9.108863,8.83290431813942
-7.728934,-8.571001,9.817592082187383
-8.149011,-9.040857,10.020790646320041
-7.461035,-8.407013,9.659061081403438
-7.641688,-8.571183,9.830698872349176
-8.7377,-9.546155,4.775979990402977
-8.040499,-8.899458,6.911988309777008
-8.255543,-9.159322,7.6885975106583775
-7.9551373,-8.870426,9.00568783779703
-9.040285,-9.857043,4.871419903996303
-7.681889,-8.511453,10.067731755315933
-8.221976,-9.0487995,7.372083708737667
-7.9213347,-8.807905,7.3840076908831005
-8.340435,-9.225864,7.372003651533694
-7.962524,-8.840974,7.351475916376898
-8.27587,-9.126112,5.068029306873724
-8.675926,-9.483614,4.8875167146085605
-8.062353,-8.910774,8.407484518449829
-8.822067,-9.65652,4.973882217050985
-8.811786,-9.609616,4.891486156949183
-8.254386,-9.132061,7.296371147944306
-8.409,-9.276497,6.920609842683239
-8.213892,-9.1050825,9.03661931353934
-8.004438,-8.826031,9.388655274101417
-7.956738,-8.837214,7.822690827156099
-8.019709,-8.933679,9.796688009061047
-8.722989,-9.566548,5.2839506011874455
-8.176982,-9.074123,6.9555164123890805
-8.17246,-8.990911,7.815137407370798
-7.8927517,-8.785602,8.596288151378285
-8.498212,-9.313973,4.980152464618936
-8.171683,-8.993177,7.326466545359698
-8.13154,-8.999038,8.041856887462764
-8.023967,-8.835285,8.408454054504382
-8.175479,-9.009923,10.261169436262655
-8.302332,-9.141587,7.337573896895361
-7.796294,-8.664182,9.808054459193286
-8.24656,-9.019979,7.834157202639069
