g band,r band,age [Gyr]
-8.092614,-9.04044,11.2657785029604
-7.99263,-8.807535,11.847430750150298
-7.850566,-8.726249,11.721326746462493
-7.979794,-8.926959,11.164069380705694
-7.99004,-8.817317,9.866329887874453
-7.512848,-8.463456,10.986899785824829
-7.3369856,-8.233491,10.535081362778689
-7.7643466,-8.601839,10.954636119601634
-8.123787,-8.924803,11.91884668029773
-7.254363,-8.18873,11.418704080255617
-7.239257,-8.153405,10.72536901170541
-8.229114,-9.172028,11.113946944119526
-8.105492,-9.026376,10.700159623219434
-8.224313,-9.053805,10.061244826761929
-8.080051,-8.831008,11.818475174048647
-7.614488,-8.542678,11.43685703516142
-7.1710835,-8.094727,10.727696562365267
-7.4958735,-8.442016,11.05306873415571
-7.6090827,-8.563611,10.790233809750454
-8.164949,-8.980296,11.800549517525763
-7.764125,-8.667888,10.673403180434187
-7.084787,-8.007023,11.397529840314574
-7.252143,-8.190056,10.873217987912929
-7.5387063,-8.493512,9.833758707841605
-8.011791,-8.842991,10.762407391871147
-7.5123034,-8.461039,10.825884706225498
-7.8082547,-8.711911,11.174958130908662
-7.5543513,-8.460997,10.836180149748088
-7.443451,-8.374285,10.713706768130281
-7.463679,-8.404659,10.724038163997548
-8.077724,-8.909888,10.313762383199382
-7.928539,-8.85402,10.702337811907917
-7.205299,-8.109304,11.37802608755319
-7.078526,-8.001688,11.634538538386526
-7.75178,-8.583427,11.769800349598585
-7.411615,-8.327683,10.834091645741054
-7.8889694,-8.812756,10.141246417441927
-7.559094,-8.497364,10.071718757173006
-7.912336,-8.828057,10.8843059111949
-7.6859183,-8.592066,10.188540395240675
-8.057722,-8.963006,10.966968464418928
-7.483847,-8.425279,11.161196723118818
-7.3390417,-8.267741,10.665621677622383
-8.271556,-9.131069,11.552360814078336
-7.5760374,-8.502857,11.174958130908662
-8.517859,-9.310041,11.72883964946474
-7.818243,-8.64855,10.917017815014638
-7.3742747,-8.315076,10.058447010283347
-7.2688656,-8.214723,11.388850801991342
-7.8778863,-8.702187,9.62017275917594
-8.243789,-9.1524315,10.247858426943429
-8.02459,-8.956791,9.95643235735037
-7.5883746,-8.522945,10.09753803093739
-7.5300426,-8.465068,10.102484366041447
-7.6660748,-8.503543,10.952163793422224
-7.2082987,-8.148084,11.038394662366851
-7.2807226,-8.232713,11.186942467256465
-7.382753,-8.335676,10.826368233125976
-7.437522,-8.367141,11.626930591776313
-7.5552926,-8.429186,11.734286856634403
-7.6234856,-8.577308,10.022808015227831
-7.1285367,-8.07719,10.885570717776444
-7.6125693,-8.521833,10.894408846685906
-8.401805,-9.319717,5.84947247351941
-7.6890626,-8.617537,11.635962149322246
-7.8543997,-8.7784395,10.069127901031091
-7.7605453,-8.713652,10.411845598208219
-7.6585684,-8.591901,10.632601812970234
-7.9135914,-8.835237,10.50502916516688
-7.2746005,-8.192463,10.88778271984604
-7.724263,-8.664529,9.346428330232465
-7.2049727,-8.113631,10.876390135761072
-7.79844,-8.756789,10.427122529452737
-8.155624,-8.96211,11.849789075038528
-8.184344,-9.01816,11.848717506320748
-7.2790937,-8.2059765,10.834895223432733
-7.729306,-8.686113,10.869406980664433
-7.525006,-8.472375,10.423127730516413
-8.0237465,-8.949687,9.893146372081402
-8.197245,-9.0245075,9.865125834566367
-7.4653316,-8.3797865,10.902592803437383
-7.9297767,-8.872493,10.095458901147328
-7.4407587,-8.354842,11.089870573466916
-7.2075143,-8.164368,10.430388133886462
-7.3345203,-8.209707,11.125907694161086
-7.592365,-8.535391,10.69907016401752
-7.4993978,-8.451941,10.852997988210388
-7.871015,-8.776022,10.784361644210728
-7.6910877,-8.530851,10.887940462209789
-7.815193,-8.729495,7.826162313895158
-7.4591455,-8.408104,10.860496490419925
-7.90848,-8.720828,10.791537471916508
-7.6565475,-8.579031,10.135368136516506
-8.432923,-9.257661,9.658731960458324
-7.5129642,-8.390688,11.167799366196409
-6.9387236,-7.865038,10.141638312705082
-8.043501,-8.948326,11.097526755986802
-8.317378,-9.213985,10.8843059111949
-7.200025,-8.149347,10.838427987875232
-7.914191,-8.752027,10.990869659044915
-7.4286766,-8.299092,11.141872775223169
-7.661164,-8.594195,11.146210593361278
-7.933918,-8.867519,10.130266203123716
-7.818491,-8.638147,9.248240030004558
-7.7267923,-8.66332,11.200291131451674
-7.7910023,-8.608709,9.112872349254411
-8.232508,-9.064355,10.282936628892418
-7.1093264,-8.060367,10.051644270660294
-8.754492,-9.582099,9.893562332166159
-7.7657385,-8.617619,10.179243639699575
-8.613561,-9.328339,11.903478985917564
-7.8256545,-8.776096,10.09635005410647
-7.5867233,-8.525533,10.886203065311477
-8.174879,-9.0331745,11.120954676809895
-7.6278486,-8.56647,10.204081784698024
-7.7561307,-8.700965,10.843238652872584
-7.9522166,-8.782375,11.737005219074968
-8.5272,-9.43457,5.9847290459639195
-8.415427,-9.216237,11.910970449818336
-8.11899,-8.95775,11.709663575614558
-7.5602384,-8.457563,9.985838159882825
-7.5014687,-8.442941,10.055747326980747
-8.006836,-8.832442,9.729592966961278
-7.703395,-8.530683,9.867167146304087
-8.359171,-9.188746,10.068828705187862
-8.114054,-8.932287,11.967449165657662
-8.342373,-9.145967,11.840769049108115
-7.5937433,-8.442614,11.724745111854974
-7.464486,-8.393177,10.17381011650011
-7.986304,-8.849977,10.994834241379149
-7.7167306,-8.556157,11.72883964946474
-8.01809,-8.961152,9.955407278591393
-7.6418653,-8.519612,10.681166764481475
-7.7861557,-8.649263,10.891413151676828
-7.6320605,-8.577912,10.070323732844983
-8.025018,-8.862547,11.162633776104911
-7.509571,-8.424641,10.759940453573977
-7.983053,-8.80301,11.882937741004167
-8.381701,-9.315682,9.346896740950784
-8.42188,-9.248824,9.838923413361114
-7.616068,-8.557685,10.404182936361419
-7.6484575,-8.546672,10.807785760804242
-7.612404,-8.470885,11.044093372410837
-7.5513287,-8.478445,10.148484845110858
-8.02235,-8.980796,10.067632313930519
-7.555539,-8.475726,10.75120872367749
-8.084751,-9.008647,10.78338159160755
-7.6428566,-8.496297,11.200291131451674
-7.7603464,-8.690325,10.5857519797984
-7.896284,-8.824522,11.499090594881213
-6.9662657,-7.892289,10.997423713179067
-8.1380005,-9.015149,10.927948059930557
-8.313628,-9.240811,7.403335795804894
-7.636207,-8.544463,9.985024215705803
-7.7232723,-8.654221,10.381280508252946
-7.7144475,-8.631609,10.220520789378595
-8.023695,-8.882511,10.07729405731212
-8.108052,-8.933325,11.809313408884973
-7.9966254,-8.878457,11.68382593801535
-8.614536,-9.441042,9.80295919584034
-7.917681,-8.725933,12.161422679585328
-7.1398807,-7.964039,9.607653938933463
-7.7939014,-8.681499,10.206489476447718
-7.6124706,-8.564618,9.998130726706613
-8.344025,-9.276585,10.468263609221037
-7.3991776,-8.351374,10.03418615470088
-7.964956,-8.879995,7.712546918558835
-7.6231008,-8.577388,10.41439652478177
-7.4342847,-8.38204,11.22454664183695
-7.9910536,-8.88646,11.080123007222918
-7.665804,-8.492947,9.855220577008899
-7.974399,-8.788261,11.803621141323816
-8.057796,-8.954227,9.978200473219854
-7.1265054,-8.065613,10.947521892935743
-8.231269,-9.042171,11.853642466178576
-7.1421247,-8.056339,10.801946073619668
-7.976997,-8.872781,10.066136139431979
-7.0871115,-8.031662,10.124273076050812
-8.075629,-9.001509,10.818786745974913
-7.8921695,-8.720692,9.973559966289402
-7.457877,-8.402955,9.820237832424748
-8.380987,-9.107524,12.613615739349921
-7.5600247,-8.517562,11.145054364752141
-8.183671,-8.997667,11.987101780302805
-8.21758,-9.113352,10.203022331221574
-8.21553,-8.964767,11.818692841131185
-7.834069,-8.746861,10.118270948977242
-7.960973,-8.773707,8.793545193092516
-7.823412,-8.725556,9.973100440382918
-8.257721,-9.169888,10.848042145904135
-7.3210945,-8.255873,10.130462513773086
-7.340632,-8.25204,9.81409761034304
-8.054684,-8.983948,10.927948059930557
-7.63675,-8.478269,11.759970901836455
-7.546143,-8.428507,10.932308777108519
-7.907078,-8.683979,12.457233408050003
-8.429487,-9.349492,7.532386732021277
-8.459485,-9.2649,8.334489328535359
-7.8134136,-8.744112,10.13654468458883
-7.2778163,-8.220228,10.039712511973173
-7.442057,-8.351583,10.02038723263136
-7.66302,-8.603732,10.043225534544733
-7.868585,-8.701744,11.738815527957343
-7.374765,-8.340905,10.840834217087433
-7.6288214,-8.4296875,11.800110327594753
-7.664943,-8.5673065,11.659085839646918
-7.561491,-8.511832,10.876707215146983
-8.405244,-9.12644,11.88314838104889
-8.047799,-8.980515,10.134485443908195
-7.797645,-8.689766,11.693089359318002
-8.490671,-9.319454,9.997116290266282
-8.001001,-8.825582,9.64488786280245
-7.9637966,-8.786206,10.858902303684665
-8.425422,-9.289466,10.202251005626014
-8.202914,-9.024251,11.723378388884507
-7.481251,-8.408554,10.132523626016622
-7.765538,-8.694342,10.136348450775868
-7.667049,-8.625306,10.368945406214838
-7.8335114,-8.675748,11.849574887994235
-7.480492,-8.421863,10.66358863157569
-7.9207664,-8.742715,10.903849992546366
-7.576786,-8.465797,11.166078774886088
-7.2915993,-8.242696,11.185803519735734
-7.414395,-8.368922,10.66460541217296
-8.368851,-9.279353,10.440889325110952
-8.019742,-8.811466,11.771582584677919
-7.830987,-8.732362,10.21303086765636
-7.890019,-8.7045145,11.89029885735195
-7.8009567,-8.715015,9.96247333400371
-7.7053614,-8.6145315,10.517434668368407
-8.36213,-9.177882,8.986077225563417
-7.825325,-8.728112,11.221456118237011
-7.8227167,-8.64197,11.761313989557511
-7.259711,-8.172191,11.047687060109924
-7.2302403,-8.113906,11.430648365947423
-8.229166,-9.135568,5.628792011505965
-7.216516,-8.114021,9.827531757117999
-7.7258005,-8.612275,9.998231942019883
-8.156033,-8.981092,9.685312883865073
-7.849226,-8.681122,10.287652150998662
-7.8010683,-8.7236,9.739194262014323
-8.58129,-9.360331,6.845613046681631
-7.9165792,-8.853882,10.079482095168707
-7.2800536,-8.248087,10.752528359529453
-7.297191,-8.261471,10.859061732852947
-8.657103,-9.47163,8.90750240544663
-7.762706,-8.69758,10.691937219370505
-8.375373,-9.263234,9.953664547584419
-7.517648,-8.474516,10.086039038269504
-7.553851,-8.492767,8.615669103084986
-8.109603,-8.933892,10.944113589934135
-7.909869,-8.716827,8.430227959229924
-7.7411027,-8.674974,10.073213067350935
-7.661944,-8.612192,10.041720366896456
-7.6126356,-8.5518465,10.125747697216656
-7.6058006,-8.555099,10.03840716115264
-8.373592,-9.269474,10.249382143623698
-8.075903,-8.897364,11.166939110194978
-7.571427,-8.404466,10.399796828695862
-7.859327,-8.776237,10.142421181827617
-8.08035,-9.003306,9.939491010898358
-8.318229,-9.130875,8.787956028950036
-8.272763,-9.105072,10.327961905871742
-7.2468653,-8.190323,10.997576063503205
-7.5627503,-8.451835,10.216585755330232
-8.282483,-9.061686,6.854469146943758
-7.8588624,-8.669787,8.680065558519416
-8.162341,-9.108955,9.422454736413329
-7.74922,-8.620016,11.182953495001076
-7.8392873,-8.749879,10.161362878326191
-7.873553,-8.821177,11.486974672530756
-8.419807,-9.242243,10.812967634615466
-8.88961,-9.672116,7.046262679439064
-7.8466253,-8.695813,10.21783366972375
-8.284938,-9.237286,9.96533706132788
-7.539285,-8.365202,11.732926413145023
-7.4755993,-8.41319,9.852070944251421
-7.829916,-8.762629,10.96850641781012
-7.797392,-8.656011,11.461279126877324
-8.245212,-9.072325,9.852805893188055
-8.015995,-8.834922,9.195891478218282
-7.832889,-8.659062,9.775790162144748
-7.5222726,-8.471228,10.406373709649234
-7.388141,-8.302041,10.922487915345982
-7.7044954,-8.589385,9.835551129450575
-7.4414663,-8.37726,10.728028543928158
-8.227037,-9.034956,8.490180687935748
-7.667836,-8.496974,10.029155424934796
-7.8368616,-8.755272,10.08921450572539
-7.6396937,-8.531501,11.165504764820872
-7.871224,-8.79184,10.332620765664888
-8.08918,-8.906839,9.109744706337052
-8.776666,-9.536772,5.634164481813038
-7.304565,-8.25497,10.836501357931482
-7.757009,-8.706116,10.388074511620163
-7.7743964,-8.665725,10.860018258889548
-8.356948,-9.162074,12.128594746885632
-7.6959376,-8.523254,9.86957353393245
-7.69259,-8.640126,10.504673715578354
-8.34052,-9.205513,10.087825484570558
-8.017974,-8.958033,10.1026819190411
-7.442464,-8.386368,10.457123278875727
-8.27088,-9.09799,9.852595846056655
-7.5009294,-8.407909,11.011549263213542
-8.150924,-8.959085,11.798352520277772
-7.485675,-8.380472,11.039595185589912
-8.115646,-8.951413,10.89425119940443
-8.022031,-8.849884,9.913898768082866
-8.163077,-8.990076,9.843345426439814
-7.8630943,-8.729755,11.129398986463556
-7.9171686,-8.735537,9.15615781282536
-8.057052,-8.860574,11.874279368465523
-8.096821,-8.888725,11.797693127341248
-7.6619744,-8.564659,11.309637612764408
-8.125094,-8.951743,9.814627256723464
-8.039543,-8.963604,10.039310911237793
-7.5231104,-8.470535,9.907683699979799
-7.9337573,-8.767884,10.51247789125745
-7.8978357,-8.820652,9.919691309114747
-7.8445897,-8.780058,8.6928348571248
-8.295096,-9.112029,9.062425915405662
-7.6509805,-8.550232,10.80162132174193
-8.128836,-9.037489,10.15892708070251
-8.238095,-9.064625,9.804870654713628
-7.8592134,-8.760146,10.0554474338964
-8.0778675,-9.013283,10.02018552207046
-7.7229958,-8.647605,9.98197022116242
-7.8854785,-8.777072,10.234309361515518
-7.4655704,-8.361954,10.886360830857335
-7.8417315,-8.763202,10.33187564510489
-7.765615,-8.704753,9.970446207270173
-7.677285,-8.565171,10.192021096729352
-7.7726,-8.6043415,10.272541948255675
-8.754048,-9.579562,9.722026949409003
-7.7953396,-8.671153,11.428575239454474
-8.535904,-9.362979,9.849654926677827
-8.079438,-8.971409,10.846761983049566
-8.712026,-9.515298,8.203158084133726
-7.8127766,-8.619288,8.40249632388268
-8.204913,-9.031697,9.825735812403396
-8.019637,-8.750048,12.707369723834155
-7.8414392,-8.764073,10.338947640675745
-7.954744,-8.884519,10.977717227669034
-7.263131,-8.173559,11.642357023766916
-7.8408947,-8.667567,9.816639317681155
-7.8262086,-8.73657,10.527856952623598
-8.183053,-9.083046,10.202251005626014
-8.611783,-9.372074,5.644326826799537
-7.672656,-8.62668,10.84484061392931
-8.451319,-9.274917,9.558472518543596
-7.605783,-8.532188,11.315067909809102
-7.5325904,-8.484667,10.078586862254975
-8.749231,-9.576147,9.836605518562605
-8.539935,-9.301126,5.695770249032682
-7.5578203,-8.509028,11.479371042947907
-7.395746,-8.327058,10.86336333057076
-7.675269,-8.563272,10.897716381848257
-7.223595,-8.170724,10.92763627151798
-7.4764786,-8.407286,10.001172764522734
-7.8050613,-8.654266,10.955871644280727
-7.6697707,-8.60638,10.059246564057423
-8.351461,-9.190478,10.944113589934135
-7.8375335,-8.664266,9.82150716465883
-8.066628,-8.993541,9.858105248352036
-8.689141,-9.495591,8.398613636624066
-8.102154,-9.017536,10.140659224738304
-8.201097,-8.997475,7.8174041063691435
-7.450458,-8.407274,9.919484320823692
-7.775691,-8.701602,9.949971928531571
-7.82695,-8.780975,9.955509653959144
-8.251658,-9.125934,10.174392928610338
-7.5317874,-8.488627,10.073113212195487
-8.171603,-9.108398,10.031872552674809
-7.5510087,-8.495993,10.031470309782321
-8.219018,-9.046143,9.85375084785526
-7.9454556,-8.863167,7.5711346766054275
-8.0784645,-9.010904,10.07729405731212
-7.951438,-8.863016,10.697309364693233
-7.980918,-8.911178,10.095458901147328
-8.460216,-9.263569,8.208016113906929
-7.663706,-8.542327,11.187226978103213
-8.02809,-8.853947,9.749957267073928
-8.421268,-9.2273855,8.377913246170706
-8.342048,-9.098854,12.233499046869113
-8.442896,-9.253566,8.664147848235997
-8.149837,-9.012836,11.754814319231919
-8.89394,-9.694738,8.063780845707672
-8.378238,-9.1403885,12.206317126357181
-8.109496,-9.030461,10.28934828436696
-7.548619,-8.377698,10.023815932935808
-8.605875,-9.4377985,10.290290298185859
-8.324726,-9.165032,11.690777236059871
-7.9309735,-8.786619,10.895984351203651
-7.660017,-8.616608,10.489726913464445
-7.4634476,-8.418227,10.055947252607808
-7.192773,-8.146422,10.010184495695858
-8.707283,-9.489776,7.045430018236499
-7.448758,-8.386563,9.974120841175578
-8.287586,-9.106405,9.188162393144438
-8.114511,-8.943454,10.01159997268744
-7.9378514,-8.838938,10.181376039271292
-7.741891,-8.613591,11.740850338789354
-7.3820477,-8.34542,11.011246227109352
-8.350885,-9.153247,8.148184534288088
-7.6970086,-8.63331,10.112752943628806
-7.2808285,-8.225059,10.804542902248347
-7.545083,-8.423681,10.21014666978787
-9.218335,-9.978565,5.640972053834604
-7.2543907,-8.199416,10.899132983587371
-7.950592,-8.883671,10.081271515157976
-8.685619,-9.563406,6.115008278923374
-7.065703,-8.013448,11.022136090054113
-8.218619,-9.045594,9.841450735659798
-7.737145,-8.59072,10.969736114685773
-7.93669,-8.891503,10.276230510334951
-8.584047,-9.391861,8.483616263570935
-8.20445,-9.03824,11.351158808116178
-8.095116,-9.035857,10.531206879998784
-7.5432987,-8.4752865,9.970139801340057
-7.4693775,-8.4249115,10.071519475422038
-8.659635,-9.411729,11.820215554751442
-7.957912,-8.785494,9.891481527469494
-7.505364,-8.436389,10.867022629475162
-7.2913847,-8.222128,10.071021484115958
-7.725921,-8.636892,10.721042133462099
-7.7193565,-8.663726,9.971875877660032
-8.380737,-9.278729,10.486872738041498
-8.004097,-8.778839,12.18687146326351
-7.1468453,-8.037144,10.957106604111601
-7.2276917,-8.155439,10.058946736041294
-8.080514,-9.000856,10.701667675794145
-8.17548,-8.992581,11.70713965227906
-7.938553,-8.865521,10.828139715645586
-7.764805,-8.688934,9.399097797558134
-7.63165,-8.540879,10.574285585957641
-8.13731,-9.035263,10.0583470632723
-7.779453,-8.612017,11.78799562814003
-7.6222844,-8.478586,11.53705187596984
-8.508682,-9.330936,9.441680350554154
-7.3404136,-8.295781,9.939902697375999
-8.030784,-8.9215765,10.891886211810021
-7.909294,-8.853562,10.057047247507896
