Galaxy ID,Time Since Last Major Merger [Gyr],Number of Major Mergers,Numbber of Minor Mergers
69558,5.410432554332628,5,2
69559,2.105340709255928,2,2
69560,13.104017017822397,1,1
69561,9.462953435380172,5,2
69562,10.555201291724902,3,0
69563,13.27352288733255,1,1
69564,11.766835879457043,8,2
69566,9.627308552926124,6,3
69568,12.182845139342968,7,3
69569,12.55480493374341,2,0
69571,12.77131608967524,6,8
69572,13.104017017822397,1,1
69574,11.766835879457043,1,2
69576,10.860805387276075,5,4
69577,12.804875891454154,7,4
69578,11.903627662592406,4,0
69580,12.182845139342968,2,6
69581,11.903627662592406,5,4
69582,13.056632387368863,1,4
69583,10.083061130481992,2,2
69584,13.8,0,3
69586,12.445128288561726,4,5
69587,12.698000090258518,2,2
69588,10.228946019806829,7,2
69589,11.164723670049518,3,1
69590,12.62066479053492,4,2
69592,11.317040961531216,4,6
69593,8.841999739310916,4,4
69597,12.445128288561726,2,2
69598,10.860805387276075,4,1
69601,12.182845139342968,3,1
69602,13.8,0,0
69604,12.182845139342968,5,4
69605,11.903627662592406,6,2
69611,13.8,0,0
69612,12.804875891454154,2,1
69614,9.389280682850277,2,4
69616,11.007950132808553,3,7
69639,13.8,0,0
69641,13.8,0,0
69642,13.8,0,0
76086,10.083061130481992,7,14
76087,2.2147095901433502,3,11
76088,1.7683145868784629,5,7
76089,9.155686374365665,3,4
76090,8.841999739310916,2,0
76091,11.56482052958491,4,2
76092,12.804875891454154,2,3
76093,11.164723670049518,5,8
76094,6.98087446663476,4,8
76095,9.78178393942305,6,9
76096,5.61056555205565,4,1
76097,11.56482052958491,4,7
76098,7.790641621123916,7,4
76099,11.766835879457043,4,5
76100,13.27352288733255,1,3
76101,10.555201291724902,3,5
76102,10.71425401075792,8,1
76103,10.228946019806829,9,9
76104,10.860805387276075,3,4
76105,10.398502407966777,6,4
76106,8.688041270237905,7,2
76107,10.398502407966777,11,5
76108,2.7403023795756303,4,0
76109,9.155686374365665,8,15
76110,12.259335340432736,3,1
76111,5.202907732559084,6,4
76112,4.914126740144443,8,0
76113,9.155686374365665,6,4
76114,13.8,0,3
76115,11.903627662592406,5,0
76116,8.06560019250075,9,2
76117,8.688041270237905,1,2
76118,13.14922900936169,1,1
76119,12.55480493374341,2,1
76120,12.361172370658442,3,3
76121,10.398502407966777,5,0
76122,12.445128288561726,1,6
76123,7.5813644077819715,3,6
76124,12.77131608967524,2,4
76125,10.398502407966777,3,2
76126,13.010124756583883,1,0
76127,4.453332039958986,4,1
76128,9.462953435380172,4,3
76129,11.903627662592406,4,3
76130,2.7403023795756303,4,0
76131,10.228946019806829,3,3
76132,12.445128288561726,2,3
76133,10.71425401075792,7,4
76136,13.8,0,0
76137,12.698000090258518,1,1
76138,10.228946019806829,10,3
76139,11.56482052958491,5,0
76140,13.8,0,4
76142,11.766835879457043,4,2
76143,10.860805387276075,5,0
76144,7.314853196564868,4,1
76145,12.445128288561726,4,3
76146,12.031032769266922,4,5
76147,12.698000090258518,5,2
76149,12.894981355405132,2,1
76151,10.555201291724902,3,5
76152,11.766835879457043,4,4
76153,12.804875891454154,2,1
76157,10.228946019806829,8,2
76158,6.673014217597259,4,1
76159,13.230111772921886,2,1
76161,12.445128288561726,2,4
76164,13.104017017822397,2,1
76165,12.62066479053492,2,1
76169,7.950232596370229,4,1
76172,11.164723670049518,4,0
76175,12.031032769266922,3,0
76177,9.78178393942305,2,8
76181,11.472636476156389,8,5
76186,12.62066479053492,4,1
76189,9.017171205041503,5,2
76193,12.804875891454154,3,3
76194,12.894981355405132,3,3
76195,11.903627662592406,6,2
76197,13.010124756583883,2,0
76199,11.56482052958491,2,3
76200,11.56482052958491,4,1
76201,10.71425401075792,5,0
76202,7.314853196564868,5,3
76209,13.8,0,0
76214,12.698000090258518,4,2
76216,10.398502407966777,5,2
76217,13.8,0,0
76219,13.8,0,0
76223,10.083061130481992,2,8
76231,13.8,0,0
76235,13.8,0,0
76237,11.903627662592406,8,2
76238,13.8,0,0
76252,13.8,0,0
83280,5.989919683560276,13,20
83281,4.126382949614405,4,11
83282,1.0518636497159117,3,7
83283,10.860805387276075,7,4
83284,2.5342256999883768,3,3
83285,9.627308552926124,2,1
83286,8.841999739310916,4,2
83287,13.230111772921886,1,7
83288,13.8,0,4
83289,6.98087446663476,6,3
83290,11.56482052958491,2,6
83291,7.450283783623472,4,5
83292,11.164723670049518,6,4
