Star ID,Mass [Solar Mass],Radius [Solar Radius],g band,r band,Temperature [K],Age [Gyr]
125023581705294464,1.0301617,1.399752,8.577209,8.11016,5822.98,8.904447
887972569915745792,0.7224363,0.6763091999999999,11.661404,10.877942,4497.1255,4.049112
1119467080921447680,0.74194926,0.7213293000000001,11.265728,10.354103,4573.398,6.662872999999999
4651842352074582144,1.2334453,1.5324571000000002,8.091528,7.6804953,6188.9490000000005,3.7205958
180084027351378560,1.0115671999999998,1.3964113999999999,8.696155000000001,8.189066,5772.7383,9.721662
6880832212888113024,0.75526226,0.7754006,11.069343,10.365317999999998,4631.9854,10.084864
5940835739247261824,1.2088504999999998,1.3522341,8.274121000000001,7.870345599999999,6319.553000000001,2.9106512
5218746733388305792,0.79254496,0.79783285,10.582841,9.951827,5011.16,12.135548
3634119305438396288,0.72289455,0.6742522,11.63291,10.871323,4492.9185,3.4612825
6177102577350249088,0.9625690999999998,1.2790636999999998,8.863238,8.366128999999999,5694.549,11.451722
4395536330357533952,1.4181885,1.6314859,7.579644,7.2617188,6793.2935,1.6704583
3199303413462650368,0.5563031,0.5370842,13.365260000000001,12.354133000000001,3830.9065,12.794564999999999
511004183706380544,0.78598255,0.70370483,11.110221000000001,10.438785000000001,4768.5435,0.32745573
3958022924036722048,1.1734128000000001,1.1282457000000001,8.74531,8.323109,6211.4688,0.9247161
368078770282957824,0.7072449000000001,0.7862286999999999,11.302294999999999,10.516498,4284.048,12.739346000000001
6207996616410942208,0.71110296,0.71479034,11.735921000000001,10.910886,4454.786,10.807241000000001
2384859137466743040,0.5045793,0.47218966,13.889629000000001,12.829081,3701.071,5.435791
4386007412833670400,0.5371094,0.5523064999999999,13.72414,12.631171,3651.6409999999996,12.199451
3548767688109027200,1.1219639,1.0627106000000002,9.161228,8.730899,6065.075,1.102533
2284097658518821888,1.2657655,1.4886456,8.037037,7.6577682000000005,6383.3857,2.8550887
3483929246901490176,1.0112236,1.2974768,8.6874485,8.212295,5825.493,9.049233000000001
6192930420892519552,0.98972446,1.3198121999999999,8.801752,8.302683,5753.9917,10.299078
2356666426674922624,0.77952343,0.7676261,10.829379,10.1742115,4904.545,10.68983
234826065599363968,0.7371105,0.6870524,11.660657,10.856786,4564.912,3.7448394
674784858790617216,0.66863257,0.65578854,12.350282,11.441284,4254.2456,11.4305935
4731151706293115904,0.8011118,0.7179314,10.9437475,10.297877,4835.404,0.5850678
3915287548468930816,0.88968235,0.80804455,10.2351885,9.678351,5260.821999999999,2.2803257
927363261174557056,1.0249103000000002,1.4815858999999998,8.490816,8.013941,5753.42,9.526829
845358896540802560,0.7618716,0.79400045,10.964262,10.248728999999999,4647.814,10.272573
3638917986499447040,1.1455791000000002,1.2212193,8.688128,8.273822000000001,6169.1255,3.0738209999999997
