Galaxy ID,Stellar Mass [Mo],g band,r band,Probability is spiral
0,3565572600000.0,-23.25683,-24.071047,0.2858133316040039
1,537678280000.0,-21.94161,-22.71216,0.8173034191131592
2,603443700000.0,-22.199574,-22.951138,0.9414552450180054
3,165069550000.0,-21.828701,-22.411537,0.9988247156143188
4,128302250000.0,-20.685863,-21.42664,0.1134660542011261
5,184889970000.0,-21.015747,-21.7692,0.5475098490715027
6,278438770000.0,-21.608854,-22.351295,0.8535627126693726
7,185417610000.0,-21.07294,-21.870495,0.030664533376693726
8,214709200000.0,-21.148651,-21.954845,0.00404435396194458
9,193516730000.0,-21.233383,-22.019766,0.10203289985656738
10,227828320000.0,-21.713406,-22.406773,0.5534338355064392
11,250358660000.0,-21.481497,-22.296165,0.01435399055480957
12,80570970000.0,-20.23553,-21.034197,0.09800001978874207
13,93406280000.0,-20.3137,-21.11979,0.0433802604675293
14,162063450000.0,-21.155186,-21.9373,0.14568224549293518
15,68835470000.0,-20.354948,-21.115557,0.005113095045089722
16,96776990000.0,-20.443375,-21.239485,0.009445905685424805
17,75693850000.0,-20.20623,-20.999584,0.1327047049999237
18,82889900000.0,-20.733318,-21.468521,0.2409893274307251
19,127948910000.0,-20.803417,-21.609211,0.014141082763671875
20,41201594000.0,-20.23472,-20.88414,0.166203111410141
21,105616605000.0,-20.663454,-21.454693,0.004807502031326294
22,46274400000.0,-19.85498,-20.631804,0.16872653365135193
23,103265250000.0,-20.551569,-21.369076,0.0798669159412384
24,27938990000.0,-20.37927,-20.808466,0.9137714505195618
25,65201844000.0,-20.118975,-20.91111,0.030555307865142822
26,48008913000.0,-20.657276,-21.326538,0.05119544267654419
27,42469090000.0,-19.962263,-20.68971,0.37097281217575073
28,36162773000.0,-19.765486,-20.535864,0.025883764028549194
29,28447280000.0,-19.93003,-20.610687,0.35900866985321045
30,49401280000.0,-19.886112,-20.677397,0.3908321261405945
31,74102555000.0,-20.206903,-21.019712,0.033275455236434937
32,42453037000.0,-20.754017,-21.223131,0.3021278381347656
33,37814383000.0,-19.864428,-20.610876,0.20727568864822388
34,49380950000.0,-19.851269,-20.637255,0.20951363444328308
35,39716327000.0,-19.641926,-20.433302,0.48837000131607056
36,25872998000.0,-19.589209,-20.26892,0.5484868288040161
37,12864732000.0,-20.224337,-20.534714,0.7438371181488037
38,22459292000.0,-19.34331,-20.034199,0.5641111731529236
39,25966074000.0,-19.707123,-20.428679,0.5072399973869324
40,27542680000.0,-19.147625,-19.946749,0.20317521691322327
41,46096400000.0,-20.746428,-21.188253,0.9626874923706055
42,7673166000.0,-19.6808,-19.98359,0.9720306992530823
43,24180494000.0,-19.33747,-19.91853,0.5752605199813843
44,23757275000.0,-19.102423,-19.88889,0.42218759655952454
45,43802680000.0,-19.6403,-20.442608,0.13451814651489258
46,24083612000.0,-19.141346,-19.925137,0.8338280916213989
47,28536142000.0,-19.621443,-20.366455,0.33161529898643494
48,10176198000.0,-19.69307,-20.05498,0.861153244972229
49,30468393000.0,-19.776012,-20.5152,0.04706418514251709
50,25400041000.0,-19.90239,-20.511715,0.6595726013183594
51,11954137000.0,-20.062727,-20.444946,0.8563073873519897
52,26977253000.0,-20.113668,-20.666576,0.829308807849884
53,41024350000.0,-19.742086,-20.525938,0.20697912573814392
54,18198039000.0,-19.676899,-20.160774,0.9993952512741089
55,40923360000.0,-19.674421,-20.47028,0.2376614809036255
56,18651510000.0,-18.912952,-19.688158,0.24154144525527954
57,37175013000.0,-19.510784,-20.306528,0.10790038108825684
58,36812200000.0,-19.4206,-20.229963,0.1701248586177826
59,30307834000.0,-19.475594,-20.242529,0.42583605647087097
60,42135750000.0,-19.554178,-20.378084,0.081886887550354
61,7694875000.0,-18.54317,-19.134893,0.3711701035499573
62,10859943000.0,-19.323483,-19.792799,0.990750789642334
63,42680246000.0,-19.857697,-20.65608,0.07420527935028076
64,10945150000.0,-19.686094,-20.141197,0.9177718758583069
65,13145718000.0,-19.181042,-19.864122,0.707598090171814
66,33145422000.0,-19.354431,-20.160183,0.11922228336334229
67,28562065000.0,-19.300646,-20.085651,0.10854431986808777
68,27125301000.0,-19.157547,-19.951344,0.20347723364830017
69,8214159400.0,-19.085678,-19.568308,0.7335254549980164
70,16180179000.0,-19.048927,-19.76185,0.24978771805763245
71,18726312000.0,-19.08134,-19.798325,0.4097663462162018
72,21728635000.0,-20.744152,-20.984447,0.5969548225402832
73,17644507000.0,-19.13591,-19.852175,0.4044365882873535
74,26364471000.0,-19.22921,-20.014175,0.4176645278930664
75,10639750000.0,-18.896357,-19.586636,0.44280749559402466
76,11118765000.0,-18.627506,-19.371264,0.17840516567230225
77,8138531000.0,-18.574713,-19.274597,0.4364815652370453
78,11001170000.0,-18.593672,-19.337353,0.4982894957065582
79,17824655000.0,-18.998869,-19.75242,0.45431429147720337
80,30218097000.0,-19.32692,-20.125711,0.32626187801361084
81,29848620000.0,-19.311611,-20.1148,0.26055842638015747
82,20325670000.0,-20.167978,-20.589252,0.722197949886322
83,15266172000.0,-18.769495,-19.533022,0.8136224746704102
84,3125366500.0,-18.354996,-18.796965,0.5879579186439514
85,14302910000.0,-18.831158,-19.58048,0.12994727492332458
86,10210052000.0,-18.70303,-19.332233,0.6503183841705322
87,30667352000.0,-19.277308,-20.099913,0.11583596467971802
88,3693383200.0,-18.427073,-18.874706,0.7531062364578247
89,31506246000.0,-19.575726,-20.381332,0.3295852243900299
90,18869565000.0,-18.948513,-19.718977,0.3490886688232422
91,15544721000.0,-18.729595,-19.507008,0.3247104585170746
92,29272564000.0,-19.197723,-20.020086,0.11851358413696289
93,24744806000.0,-19.117579,-19.914524,0.3123106360435486
94,7369315000.0,-18.453781,-19.142237,0.4632411301136017
95,13407530000.0,-18.769894,-19.473429,0.9227930307388306
96,27896037000.0,-19.078531,-19.914686,0.037760913372039795
97,13536016000.0,-19.503122,-20.051224,0.5932363271713257
98,10170435000.0,-18.969988,-19.498896,0.6168609261512756
99,10463178000.0,-18.375345,-19.139385,0.22068387269973755
100,11825558000.0,-18.782444,-19.49285,0.3738826513290405
101,25861163000.0,-19.097744,-19.91989,0.09864121675491333
102,6085429000.0,-19.104013,-19.514837,0.8937543630599976
103,12667773000.0,-18.585161,-19.348251,0.39381134510040283
104,3261752800.0,-18.262838,-18.777239,0.5858633518218994
105,21867108000.0,-18.913017,-19.714794,0.1867627501487732
106,5614360000.0,-18.395344,-19.002745,0.3251621723175049
107,8125520000.0,-18.621471,-19.30293,0.506382405757904
108,25371433000.0,-19.190523,-20.011198,0.48139750957489014
109,16509612000.0,-18.821169,-19.588371,0.28905174136161804
110,10843066000.0,-19.038454,-19.701363,0.45454666018486023
111,11613479000.0,-19.599133,-20.035015,0.9707348346710205
112,17046338000.0,-18.891794,-19.612667,0.410007119178772
113,5443634000.0,-19.406864,-19.731722,0.616920530796051
114,14198998000.0,-18.91814,-19.657497,0.365608811378479
117,12052301000.0,-18.62432,-19.378344,0.9849290251731873
118,3416702000.0,-18.281414,-18.715225,0.6696677207946777
120,13126902000.0,-18.622828,-19.382696,0.5004852414131165
121,5979045000.0,-17.857975,-18.610294,0.40423449873924255
123,5565632500.0,-18.470459,-18.99079,0.4881778061389923
124,12221696000.0,-18.575583,-19.326494,0.36377865076065063
127,14867408000.0,-18.736256,-19.510136,0.29289960861206055
128,12006250000.0,-18.645002,-19.390865,0.4385974705219269
129,10683574000.0,-18.29587,-19.06512,0.23164024949073792
130,3580607700.0,-17.486814,-18.204437,0.44864383339881897
131,11290444000.0,-18.763714,-19.500017,0.24848303198814392
132,5264615000.0,-18.410524,-18.97143,0.6347662210464478
133,15039276000.0,-18.954868,-19.719284,0.18625783920288086
134,3865496800.0,-17.396008,-18.127386,0.5180462002754211
135,3252917500.0,-18.374884,-18.852259,0.6058112382888794
137,8964342000.0,-18.495886,-19.222996,0.5858967304229736
138,10182149000.0,-20.139536,-20.392773,0.7906147837638855
141,6091782700.0,-17.80495,-18.551792,0.5506079196929932
143,4944640000.0,-18.654184,-19.098232,0.5529131889343262
144,4207182600.0,-18.426373,-18.864668,0.5065535306930542
145,4173157400.0,-17.66558,-18.37721,0.46478310227394104
146,10414341000.0,-18.34159,-19.10916,0.5311790108680725
147,5068337700.0,-17.753052,-18.49036,0.3939855694770813
149,8066726000.0,-18.129522,-18.880772,0.5512085556983948
150,4013915600.0,-17.813084,-18.502964,0.36074143648147583
152,12716070000.0,-18.188765,-19.019213,0.3972163796424866
153,3702124300.0,-19.103813,-19.447842,0.3792977035045624
155,6126897700.0,-18.180473,-18.89272,0.5181851983070374
156,12700854000.0,-18.461123,-19.281689,0.4942263066768646
157,9404794000.0,-18.274042,-19.032383,0.39910152554512024
158,9239184000.0,-18.247227,-19.014345,0.2784237265586853
159,3767415300.0,-17.61743,-18.31908,0.3115192651748657
160,6906130400.0,-18.182865,-18.911228,0.5019728541374207
161,6893927400.0,-17.850676,-18.61589,0.5122193098068237
162,10371174000.0,-18.1201,-18.924023,0.5961902141571045
164,3202482700.0,-17.34129,-18.0602,0.6082237958908081
165,4311323600.0,-17.72614,-18.436255,0.57343590259552
167,4192148000.0,-17.739239,-18.44518,0.3981750011444092
173,7395561000.0,-18.62657,-19.199776,0.5154975056648254
177,7633743400.0,-17.868715,-18.648464,0.5089117288589478
178,4499683000.0,-18.10421,-18.7461,0.32378295063972473
179,9174862000.0,-17.99863,-18.801466,0.7998219728469849
181,7225657000.0,-17.891983,-18.664066,0.5496342182159424
186,3229410300.0,-17.318874,-18.04154,0.6392364501953125
188,3870734000.0,-17.339996,-18.079601,0.5842984914779663
189,3319924500.0,-17.170023,-17.910059,0.5308949947357178
192,4589463600.0,-17.619202,-18.352009,0.3657194972038269
194,3351239200.0,-17.202272,-17.937054,0.7764871120452881
196,3111249400.0,-18.286352,-18.773258,0.42658841609954834
200,3556898600.0,-17.521576,-18.233984,0.4524537920951843
202,4822527500.0,-17.528852,-18.28468,0.505374014377594
206,4766574000.0,-17.836971,-18.55891,0.5232224464416504
208,5282632700.0,-17.6279,-18.387938,0.5723487138748169
215,6321104000.0,-17.782692,-18.597874,0.4481002390384674
216,6493586400.0,-17.808952,-18.595352,0.39809203147888184
221,3735536400.0,-17.273216,-18.01794,0.6568503975868225
224,3635483600.0,-17.501217,-18.22761,0.4828667938709259
231,4229967400.0,-17.328102,-18.086737,0.8097695112228394
238,6036986400.0,-17.61889,-18.437357,0.5703935623168945
241,3847413000.0,-17.263659,-18.02404,0.3610929250717163
242,5382507500.0,-17.500895,-18.314669,0.5000368356704712
243,4819364400.0,-17.423876,-18.239332,0.5998870730400085
244,3127987700.0,-17.252192,-17.97768,0.6402891278266907
246,5171449000.0,-18.100542,-18.850548,0.49722787737846375
247,4194577200.0,-17.17128,-17.960112,0.9401952028274536
254,3196050000.0,-17.125233,-17.872704,0.5664970278739929
255,3364206800.0,-17.273733,-18.00686,0.42383918166160583
260,3619578600.0,-17.168839,-17.931416,0.9469753503799438
265,5211011000.0,-17.507652,-18.326702,0.49449339509010315
267,3178737400.0,-17.000065,-17.76058,0.5243314504623413
274,4727886000.0,-17.52051,-18.33279,0.5318970084190369
281,4068713500.0,-17.750559,-18.20012,0.5710703730583191
288,4540437000.0,-17.09704,-17.940397,0.5775349140167236
292,3945717500.0,-17.055342,-17.866314,0.530731201171875
298,3942496500.0,-17.686714,-18.114035,0.4337244927883148
304,4353480000.0,-17.45192,-18.262402,0.49115437269210815
308,3464539400.0,-17.080458,-17.89375,0.5109460949897766
317,3658118000.0,-16.787405,-17.641447,0.4626297354698181
322,3849793800.0,-17.219685,-18.032671,0.4692789912223816
327,3503983600.0,-16.780657,-17.6259,0.5510204434394836
17185,2199086700000.0,-22.358644,-23.18454,0.6092872619628906
17186,758981400000.0,-22.709711,-23.4317,0.8952003717422485
17187,581784040000.0,-22.064835,-22.86219,0.658405065536499
17188,227450340000.0,-21.170685,-21.968489,0.13979679346084595
17189,148416330000.0,-21.004349,-21.726658,0.4180317223072052
17190,204608260000.0,-21.232868,-22.024605,0.01733773946762085
17191,145604200000.0,-21.05105,-21.80229,0.08071479201316833
17192,188702200000.0,-21.315733,-22.088545,0.3288015127182007
17193,156051900000.0,-21.009989,-21.799252,0.09100812673568726
17194,113843356000.0,-20.761566,-21.543993,0.6659339070320129
17195,111903000000.0,-20.520283,-21.309418,0.04438149929046631
17196,112624850000.0,-20.888468,-21.643274,0.5895728468894958
17197,48142705000.0,-20.601545,-21.279757,0.05180317163467407
17198,107360125000.0,-20.55365,-21.337587,0.050838470458984375
17199,94448770000.0,-20.572193,-21.360796,0.14955607056617737
17200,66810806000.0,-20.489992,-21.24986,0.07049956917762756
17201,53236190000.0,-20.090775,-20.847752,0.03147619962692261
17202,124127674000.0,-20.758915,-21.570995,0.006219089031219482
17203,66695836000.0,-20.202549,-20.973522,0.06184345483779907
17204,94398145000.0,-21.299479,-21.964962,0.49555203318595886
17205,100710930000.0,-20.664349,-21.458626,0.055712372064590454
17206,72970650000.0,-20.233967,-21.02606,0.07005190849304199
17207,54732825000.0,-19.863283,-20.673395,0.20841345191001892
17208,74439475000.0,-20.25626,-21.036842,0.020654112100601196
17209,33484999000.0,-19.493479,-20.277033,0.07937487959861755
17210,6868383000.0,-19.127254,-19.52336,0.785151481628418
17211,46315917000.0,-20.482195,-21.01417,0.9140489101409912
17212,55065227000.0,-20.09942,-20.868622,0.45220088958740234
17213,58223854000.0,-20.099457,-20.88514,0.11181369423866272
17214,28201871000.0,-20.442112,-20.933163,0.9480129480361938
17215,20231720000.0,-20.045029,-20.526089,0.9563883543014526
17216,37053768000.0,-20.66002,-21.135242,0.6717758178710938
17217,31338519000.0,-19.705753,-20.466288,0.2777266204357147
17218,38210896000.0,-19.877935,-20.6294,0.2383480966091156
17219,48107545000.0,-20.347898,-21.080688,0.16916614770889282
17220,64874720000.0,-20.495852,-21.280981,0.28650832176208496
17221,25826781000.0,-19.273039,-20.039734,0.12857967615127563
17222,34932388000.0,-19.985155,-20.708656,0.5575711727142334
17223,40148357000.0,-19.728188,-20.511534,0.32761526107788086
17224,46576546000.0,-19.730639,-20.540146,0.1609155237674713
17225,36718040000.0,-19.685595,-20.458124,0.05945613980293274
17226,16860054000.0,-19.222809,-19.939865,0.37902209162712097
17227,45421450000.0,-19.448917,-20.311651,0.23593512177467346
17228,35928027000.0,-19.56532,-20.358791,0.4846413731575012
17229,16152302000.0,-19.497757,-20.125685,0.43490809202194214
17230,36427944000.0,-19.467016,-20.280735,0.10179218649864197
17231,18173151000.0,-19.745995,-20.23798,0.5113360285758972
17232,14032211000.0,-19.383265,-20.006676,0.4985094368457794
17233,22592446000.0,-19.284792,-20.04275,0.2745475172996521
17234,13662657000.0,-19.437109,-20.036592,0.47303715348243713
17235,15484869000.0,-19.186466,-19.889631,0.5711669921875
17236,17004006000.0,-19.320986,-20.031363,0.7687304019927979
17237,4552377300.0,-18.601276,-19.04832,0.5606517791748047
17238,13559380000.0,-18.693966,-19.44496,0.3867586851119995
17239,23435336000.0,-19.097765,-19.889366,0.1953423023223877
17240,9514774000.0,-18.527586,-19.260506,0.48992130160331726
17241,9046665000.0,-18.328518,-19.082476,0.27336159348487854
17242,5130071000.0,-19.018753,-19.377308,0.4639345109462738
17243,4947791000.0,-18.606737,-19.15211,0.3448992371559143
17244,13677814000.0,-18.8064,-19.545284,0.8350071907043457
17245,13063631000.0,-18.79783,-19.533823,0.37764155864715576
17246,18788696000.0,-18.721674,-19.526962,0.3889181315898895
17247,5979720700.0,-18.340075,-18.992496,0.2985413670539856
17248,15712657000.0,-18.970354,-19.719912,0.0031093358993530273
17249,16600634000.0,-18.921993,-19.686064,0.24888423085212708
17250,21278270000.0,-18.909405,-19.715107,0.40162479877471924
17251,7890763000.0,-18.675873,-19.359673,0.35158801078796387
17252,22062047000.0,-18.787556,-19.62864,0.37319380044937134
17253,9168034000.0,-18.349955,-19.106918,0.34014472365379333
17254,20229982000.0,-18.766275,-19.591814,0.3931610584259033
17255,19563856000.0,-19.067513,-19.841742,0.23986175656318665
17256,10932420000.0,-18.71809,-19.43633,0.3312666118144989
17257,11869765000.0,-19.024536,-19.736591,0.26343226432800293
17258,10407171000.0,-18.849152,-19.560976,0.3612312376499176
17260,7056305700.0,-19.353909,-19.703613,0.8321766257286072
17261,4720686000.0,-19.06787,-19.427458,0.42516928911209106
17262,14862179000.0,-18.51522,-19.317015,0.3561275005340576
17263,7678474000.0,-18.455614,-19.1683,0.890996515750885
17265,11862735000.0,-18.540947,-19.302193,0.5590583682060242
17266,10146386000.0,-18.40732,-19.165152,0.5073418617248535
17267,6803587000.0,-18.06233,-18.811096,0.577866792678833
17268,7346469400.0,-18.066418,-18.816494,0.4156303107738495
17269,8041671000.0,-18.440592,-19.15711,0.3196761906147003
17270,3362769200.0,-18.13732,-18.622341,0.5783940553665161
17271,12982638000.0,-18.60265,-19.37324,0.4556044340133667
17272,8651543000.0,-18.17877,-18.941969,0.47258153557777405
17273,8230808600.0,-18.094263,-18.857199,0.4751929044723511
17274,12575280000.0,-19.013222,-19.741611,0.2364770472049713
17275,5647013400.0,-17.857721,-18.57211,0.38922977447509766
17276,9296834000.0,-18.90525,-19.397993,0.3741139769554138
17277,12720031000.0,-18.720175,-19.4841,0.3680655360221863
17281,4662654000.0,-17.86082,-18.579353,0.5842974781990051
17283,10596678000.0,-18.24179,-19.021969,0.27085816860198975
17284,8594078000.0,-18.372055,-19.112875,0.5193480849266052
17286,4067850200.0,-17.936657,-18.529844,0.44157150387763977
17291,8109931500.0,-18.249832,-18.997267,0.4497359097003937
17293,4081250300.0,-17.851625,-18.54963,0.7694919109344482
17294,5803041300.0,-18.732351,-19.316011,0.0
17296,5405064700.0,-18.075754,-18.786581,0.3781369924545288
17297,9591208000.0,-18.64878,-19.39413,0.2059859037399292
17301,9462948000.0,-17.986275,-18.79374,0.38350629806518555
17303,6626192000.0,-17.944271,-18.690636,0.5289812684059143
17304,5365768700.0,-17.899246,-18.624702,0.7403008937835693
17307,6008852500.0,-17.691753,-18.460875,0.34825506806373596
17310,4135355400.0,-17.541012,-18.278252,0.4524044990539551
17311,6608082400.0,-17.740477,-18.518738,0.450742244720459
17316,3070932000.0,-17.394478,-18.111862,0.48809921741485596
17317,5902461000.0,-17.669378,-18.437191,0.8915038108825684
17318,3994749400.0,-17.527046,-18.257334,0.38312286138534546
17321,4281816300.0,-17.591372,-18.318174,0.48554062843322754
17324,3395244300.0,-17.461315,-18.17658,0.9716603755950928
17326,7344692000.0,-17.317635,-17.732687,0.4659993350505829
17327,5916929000.0,-17.502392,-18.302803,0.4339294731616974
17328,6457920500.0,-17.604515,-18.40981,0.4410322308540344
17331,4342464500.0,-17.445164,-18.197744,0.3841598629951477
17333,3799695600.0,-17.258518,-18.00671,0.6367428302764893
17336,4881663500.0,-17.388136,-18.167152,0.5041484236717224
17339,6712907000.0,-17.695932,-18.510763,0.5164874792098999
17346,4790720000.0,-17.434912,-18.215782,0.38988345861434937
17349,3104174800.0,-17.312277,-18.03471,0.6141706705093384
17350,6123669000.0,-17.375183,-18.222094,0.29384708404541016
17351,4723749400.0,-17.474926,-18.238985,0.5500574707984924
17352,6154384000.0,-17.42748,-18.270811,0.5029801726341248
17354,4758946300.0,-17.36583,-18.148645,0.4166981875896454
17355,4248071000.0,-17.308842,-18.077002,0.275333434343338
17358,5166347000.0,-17.365982,-18.166887,0.35425668954849243
17362,3438398000.0,-17.319365,-18.064981,0.5106185674667358
17376,3699081200.0,-17.134836,-17.908903,0.4043693244457245
17378,4691856000.0,-18.32197,-19.027813,0.44505777955055237
17382,4741744600.0,-17.309408,-18.13426,0.44501644372940063
17383,4487552500.0,-17.404081,-18.21537,0.6333544254302979
17397,4421670400.0,-17.285809,-18.10527,0.553644597530365
17407,4077968600.0,-16.957525,-17.80739,0.527593195438385
17408,3714476800.0,-17.016209,-17.830927,0.4219695031642914
17422,3481299700.0,-17.91991,-18.331163,0.5024226903915405
17427,3616418300.0,-17.060574,-17.865599,0.5054947137832642
17431,3604441600.0,-17.071041,-17.872408,0.3033922612667084
17436,3524292000.0,-16.993542,-17.808191,0.2634817957878113
31342,2726720400000.0,-22.882456,-23.667463,0.6085473299026489
31343,542238770000.0,-22.348589,-23.11516,0.016710907220840454
31344,413689150000.0,-22.06501,-22.847029,0.025693118572235107
31345,85903300000.0,-20.394142,-21.171207,0.050916582345962524
31346,157640130000.0,-21.174915,-21.939142,0.05350026488304138
31347,75977860000.0,-20.420912,-21.198406,0.6615217328071594
31348,84241605000.0,-20.904804,-21.569532,0.7502267360687256
31349,55331340000.0,-20.026333,-20.803043,0.16108539700508118
31350,53700653000.0,-20.092249,-20.840376,0.006535917520523071
31351,54032286000.0,-19.89625,-20.686184,0.4276631474494934
31352,113535630000.0,-20.579111,-21.371563,0.00738176703453064
31353,107621155000.0,-20.579336,-21.386086,0.016413509845733643
31354,105900190000.0,-20.523245,-21.328018,0.009858876466751099
31355,105206820000.0,-20.649534,-21.44489,0.1299780011177063
31356,51555450000.0,-20.075676,-20.839945,0.45905911922454834
31357,54525506000.0,-20.632051,-21.175692,0.8791090250015259
31358,59146600000.0,-20.57646,-21.312468,0.42802533507347107
31359,71516316000.0,-20.073927,-20.889305,0.07528707385063171
31360,70804200000.0,-20.299166,-21.071476,0.02233150601387024
31361,83480810000.0,-20.517065,-21.30235,0.028511911630630493
31362,44293173000.0,-19.74559,-20.527933,0.45965155959129333
31363,43300155000.0,-19.693657,-20.479382,0.3877807557582855
31364,65876656000.0,-20.174334,-20.956865,0.02598738670349121
31365,72496380000.0,-20.04175,-20.883564,0.18766772747039795
31366,28539580000.0,-19.414211,-20.161617,0.4527907073497772
31367,42948854000.0,-19.853754,-20.627012,0.1806156039237976
31368,46877745000.0,-19.805004,-20.59344,0.04302769899368286
31369,51657925000.0,-19.874582,-20.676828,0.4675673544406891
31370,47791190000.0,-19.64618,-20.471718,0.05569764971733093
31371,33979531000.0,-19.690022,-20.453548,0.4563964307308197
31372,45325304000.0,-19.74718,-20.553183,0.5258243083953857
31373,29182249000.0,-19.585873,-20.339682,0.040629297494888306
31374,11052904000.0,-19.567556,-20.008123,0.8189111948013306
31375,17686778000.0,-19.05243,-19.73495,0.30704647302627563
31376,41240994000.0,-19.58343,-20.39206,0.09213349223136902
31377,39590277000.0,-19.528502,-20.354355,0.06079241633415222
31378,16678587000.0,-18.991055,-19.737461,0.9738842844963074
31379,35821765000.0,-19.411566,-20.235401,0.3143368363380432
31380,31698180000.0,-19.436583,-20.222008,0.08378708362579346
31381,27401658000.0,-19.10787,-19.921099,0.19524410367012024
31382,25962424000.0,-19.02263,-19.841455,0.21406784653663635
31383,27336370000.0,-19.216347,-20.008871,0.19968602061271667
31384,16968720000.0,-19.06245,-19.806223,0.30846792459487915
31385,30631864000.0,-19.170284,-19.996916,0.2207309901714325
31386,30145362000.0,-19.263208,-20.073551,0.06554660201072693
31387,26881524000.0,-19.03276,-19.854538,0.15888386964797974
31388,21257329000.0,-18.950369,-19.740053,0.29226329922676086
31389,29283346000.0,-19.204826,-20.024115,0.19282293319702148
31390,5875991000.0,-18.919357,-19.3616,0.6088495254516602
31391,9914893000.0,-18.60264,-19.301464,0.4492233395576477
31392,11983287000.0,-18.820791,-19.545889,0.7596458196640015
31393,19696460000.0,-18.868023,-19.661179,0.46370741724967957
31394,12565832000.0,-18.672836,-19.42667,0.665389358997345
31396,7959017000.0,-18.524387,-19.188799,0.33777549862861633
31397,6701267000.0,-18.040321,-18.772232,0.311237633228302
31398,12472362000.0,-18.55253,-19.321936,0.3850823938846588
31399,16447466000.0,-18.791636,-19.56822,0.3608100414276123
31400,15286348000.0,-19.134897,-19.747013,0.48145583271980286
31401,3374682600.0,-18.063627,-18.659554,0.9693516492843628
31402,9791813000.0,-18.45348,-19.198753,0.643274188041687
31403,5968383500.0,-17.850447,-18.600874,0.5413987040519714
31404,11907560000.0,-18.466751,-19.238146,0.500610888004303
31405,11379887000.0,-18.466452,-19.226425,0.32468441128730774
31406,3989974300.0,-18.098547,-18.6657,0.3583509027957916
31407,14392312000.0,-19.293238,-19.936642,0.5326865315437317
31408,18196126000.0,-18.657368,-19.46869,0.28254610300064087
31409,15517225000.0,-18.602285,-19.40005,0.44108277559280396
31410,6318998000.0,-18.604351,-19.153345,0.5763895511627197
31412,16207964000.0,-18.771656,-19.553083,0.26168495416641235
31414,8926094000.0,-18.346909,-19.076399,0.7738081216812134
31415,12743694000.0,-18.285105,-19.09345,0.44768857955932617
31417,11703085000.0,-18.287632,-19.075613,0.476637601852417
31418,4101495600.0,-17.417866,-18.16155,0.5757413506507874
31420,4724684000.0,-17.6958,-18.369562,0.5525795817375183
31421,3215595800.0,-17.30907,-18.043823,0.5321182608604431
31422,5256492000.0,-17.715475,-18.458803,0.06255963444709778
31423,8557149700.0,-18.109575,-18.871006,0.33798277378082275
31425,3516024800.0,-17.362694,-18.083958,0.4715960919857025
31426,6921295400.0,-17.968498,-18.710161,0.38516849279403687
31427,3367845000.0,-17.609797,-18.302788,0.3776814639568329
31428,11108650000.0,-18.16388,-18.971983,0.39586150646209717
31429,3968352800.0,-17.596073,-18.316622,0.6268830895423889
31430,7958187000.0,-17.988522,-18.756344,0.39618006348609924
31431,11933075000.0,-18.439959,-19.248919,0.3947918117046356
31433,7561795600.0,-18.14778,-18.898542,0.5920603275299072
31435,5006283000.0,-17.797604,-18.523743,0.9286270141601562
31439,5217380000.0,-17.512125,-18.280262,0.9647464752197266
31441,6557443600.0,-17.825624,-18.58522,0.605063796043396
31442,7783204000.0,-18.07435,-18.827394,0.6548361778259277
31444,9265328000.0,-18.163204,-18.95708,0.25314760208129883
31450,3062418000.0,-17.189938,-17.916548,0.4109856188297272
31452,3485845800.0,-17.552967,-18.25828,0.5814571380615234
31453,7546339000.0,-17.937305,-18.713942,0.2701640725135803
31454,8160425500.0,-17.986223,-18.782703,0.5159327983856201
31455,3222896600.0,-17.247927,-17.966993,0.41862091422080994
31456,7513267000.0,-17.74228,-18.54432,0.5344151854515076
31457,6610273000.0,-17.792635,-18.564884,0.47581562399864197
31458,4024546300.0,-17.365902,-18.115377,0.6220937967300415
31460,6498672000.0,-17.803473,-18.567707,0.8014042377471924
31461,7212376600.0,-18.012196,-18.774817,0.4385283887386322
31463,5110734300.0,-17.448343,-18.225271,0.6281774044036865
31464,4146442500.0,-17.637989,-18.363699,0.47884923219680786
31466,6614978000.0,-17.625116,-18.42745,0.389117032289505
31473,5797924000.0,-17.510027,-18.305016,0.8416221141815186
31476,5061468000.0,-17.43227,-18.211056,0.7114996910095215
31481,4709013500.0,-17.419268,-18.19133,0.3639768958091736
31485,5231411000.0,-17.378408,-18.179916,0.5998726487159729
31490,4669837000.0,-17.553946,-18.319044,0.7521185874938965
31491,3926460400.0,-17.21786,-17.98476,0.49873435497283936
31499,3159505200.0,-17.13746,-17.878393,0.3805151581764221
31501,3636046000.0,-17.150524,-17.900307,0.5851721167564392
31505,4753292300.0,-17.296238,-18.108284,0.31651735305786133
31510,3438303700.0,-17.058678,-17.824158,0.9435696601867676
31514,4437447000.0,-17.62187,-18.40503,0.49229371547698975
31516,3292436500.0,-17.235865,-17.977736,0.6168519258499146
31519,3308068900.0,-17.101799,-17.862333,0.5727940201759338
31523,4283829500.0,-17.34102,-18.15314,0.4043220281600952
31524,4349689000.0,-18.296654,-18.991837,0.47972267866134644
31530,3635550500.0,-17.026295,-17.822891,0.31043297052383423
31531,3788697600.0,-18.24011,-18.608093,0.4341047704219818
31533,3576652000.0,-17.18934,-18.003855,0.3835478127002716
31535,3889236000.0,-16.86402,-17.710506,0.48006367683410645
31540,3159206000.0,-16.90983,-17.696222,0.6409387588500977
31561,3109542100.0,-16.944923,-17.762903,0.4260156452655792
