Galaxy ID,Time Since Last Major Merger [Gyr],Number of Major Mergers,Numbber of Minor Mergers
41857,7.950232596370229,3,1
41888,9.78178393942305,3,3
41904,12.804875891454154,2,2
41921,11.472636476156389,5,6
41942,13.8,0,0
41951,13.8,0,0
41956,13.8,0,0
41966,11.317040961531216,4,3
41968,9.462953435380172,3,0
41986,13.8,0,0
42011,11.164723670049518,5,0
42029,12.259335340432736,2,1
42112,10.398502407966777,2,0
42127,13.8,0,0
42166,11.903627662592406,1,2
42242,13.8,0,0
42599,12.894981355405132,3,1
52623,12.361172370658442,3,7
52629,4.126382949614405,3,7
52634,12.259335340432736,3,8
52638,6.343349487178175,6,6
52662,12.894981355405132,1,0
52671,12.804875891454154,1,2
52678,3.1365850089211675,5,1
52685,13.8,0,2
52687,9.92715903124954,4,4
52692,9.462953435380172,3,5
52699,5.410432554332628,3,2
52703,12.698000090258518,2,0
52723,7.5813644077819715,4,0
52728,7.1271910119321165,3,3
52739,12.182845139342968,1,3
52752,6.343349487178175,3,0
52759,12.977660855576495,2,0
52766,11.766835879457043,4,2
52770,10.083061130481992,4,0
52772,8.688041270237905,3,1
52779,12.445128288561726,2,1
52784,8.559304846246299,4,0
52793,11.164723670049518,2,3
52802,13.8,0,0
52838,13.8,0,0
52847,10.860805387276075,3,0
52880,13.8,0,0
52881,11.317040961531216,2,1
52992,11.56482052958491,3,2
52998,13.8,0,0
60735,9.155686374365665,7,6
60736,0.001,12,7
60740,3.420547659840111,5,8
60744,0.001,4,6
60751,11.164723670049518,7,4
60761,10.71425401075792,4,4
60763,12.804875891454154,2,1
60773,11.56482052958491,2,4
60789,7.950232596370229,2,3
60790,13.104017017822397,1,1
60801,12.361172370658442,3,2
60805,4.291913083776049,7,3
60807,12.361172370658442,1,2
60808,11.903627662592406,6,6
60809,11.164723670049518,5,0
60811,12.894981355405132,1,1
60816,13.8,0,0
60818,13.8,0,0
60824,11.766835879457043,3,2
60827,12.031032769266922,7,2
60830,10.860805387276075,2,3
60832,12.445128288561726,2,2
60833,12.031032769266922,3,0
60838,10.228946019806829,1,2
60840,11.766835879457043,3,2
60858,9.462953435380172,3,2
60872,6.98087446663476,2,0
60889,13.8,0,3
60902,11.164723670049518,2,2
60912,10.555201291724902,2,3
60927,3.1365850089211675,4,1
60943,10.083061130481992,3,0
60949,12.55480493374341,2,2
60953,13.8,0,0
60982,12.361172370658442,2,2
61055,13.8,0,0
69508,8.356294756117382,6,5
69514,11.903627662592406,6,3
69517,4.453332039958986,2,4
69528,13.010124756583883,2,6
69536,5.61056555205565,3,3
69543,10.228946019806829,1,4
69549,11.903627662592406,1,2
69551,13.8,0,2
69573,3.1365850089211675,3,2
69575,8.06560019250075,2,4
69578,11.903627662592406,4,0
69586,12.445128288561726,4,5
69595,11.007950132808553,3,1
69598,10.860805387276075,4,1
69601,12.182845139342968,3,1
69604,12.182845139342968,5,4
69608,10.71425401075792,3,1
69628,9.462953435380172,3,1
69630,10.228946019806829,4,0
69636,11.56482052958491,1,1
69637,10.860805387276075,6,0
69675,11.164723670049518,3,2
69723,12.77131608967524,3,2
69725,12.259335340432736,3,1
69748,12.031032769266922,1,1
69774,13.8,0,0
69783,12.62066479053492,3,2
69798,6.98087446663476,1,2
69820,13.010124756583883,2,0
69914,12.698000090258518,1,1
70059,12.894981355405132,1,3
76089,9.155686374365665,3,4
76092,12.804875891454154,2,3
76093,11.164723670049518,5,8
76098,7.790641621123916,7,4
76100,13.27352288733255,1,3
76105,10.398502407966777,6,4
76119,12.55480493374341,2,1
76120,12.361172370658442,3,3
76131,10.228946019806829,3,3
76133,10.71425401075792,7,4
76145,12.445128288561726,4,3
76146,12.031032769266922,4,5
76148,6.673014217597259,1,4
76159,13.230111772921886,2,1
76167,13.8,0,2
76171,10.398502407966777,1,3
76172,11.164723670049518,4,0
76184,7.1271910119321165,4,0
76190,12.62066479053492,2,0
76211,12.445128288561726,1,2
76215,12.445128288561726,1,3
76216,10.398502407966777,5,2
76218,9.627308552926124,2,0
76220,12.698000090258518,2,0
76233,9.78178393942305,6,0
76237,11.903627662592406,8,2
76299,9.627308552926124,2,1
76309,13.8,0,0
76314,13.8,0,0
76316,11.56482052958491,3,5
76360,13.8,0,0
76417,12.259335340432736,2,3
76773,12.62066479053492,2,3
83285,9.627308552926124,2,1
83304,9.462953435380172,1,5
83310,11.472636476156389,5,8
83313,12.361172370658442,1,3
83314,0.6709845706668234,6,0
83317,11.164723670049518,1,0
83321,11.007950132808553,5,4
83328,12.894981355405132,2,2
83332,12.031032769266922,1,6
83333,13.8,0,3
83334,9.78178393942305,4,1
83337,12.182845139342968,3,4
83341,13.8,0,1
83359,11.56482052958491,5,3
83361,12.445128288561726,2,3
83364,0.001,3,0
83392,12.031032769266922,2,2
83398,11.164723670049518,7,2
83420,11.56482052958491,2,2
83454,12.55480493374341,3,5
83464,10.71425401075792,4,1
83488,12.259335340432736,2,3
88672,6.511025527436423,3,1
88676,5.989919683560276,6,3
88685,12.182845139342968,3,2
88691,11.766835879457043,3,2
88694,11.903627662592406,4,4
88696,9.155686374365665,8,5
88698,10.083061130481992,4,2
88699,8.688041270237905,3,3
88702,6.98087446663476,6,2
88703,12.031032769266922,4,1
88709,6.2282824636046845,4,0
88712,5.202907732559084,3,0
88717,13.8,0,0
88725,12.361172370658442,2,1
88735,12.804875891454154,1,1
88753,11.56482052958491,5,4
88771,10.228946019806829,2,0
88772,9.627308552926124,6,2
88777,7.1271910119321165,4,2
88786,7.790641621123916,3,0
88821,13.8,0,0
88822,12.445128288561726,3,0
88841,12.361172370658442,1,4
88853,9.78178393942305,3,2
88854,12.804875891454154,1,1
88886,13.8,0,0
88945,12.62066479053492,2,2
89001,5.989919683560276,1,1
89032,12.698000090258518,2,2
96502,1.0518636497159117,5,5
96504,12.698000090258518,3,2
96512,9.78178393942305,8,3
96523,10.860805387276075,3,1
96530,12.894981355405132,1,3
96538,7.790641621123916,2,2
96541,12.894981355405132,2,5
96546,10.228946019806829,5,7
96557,11.007950132808553,3,2
96558,11.317040961531216,3,2
96569,8.841999739310916,4,2
96581,10.083061130481992,1,3
96587,12.182845139342968,7,3
96605,13.14922900936169,2,2
96610,12.259335340432736,3,2
96629,11.766835879457043,3,3
96634,12.55480493374341,3,1
96676,5.989919683560276,4,0
96691,11.766835879457043,2,2
96697,12.259335340432736,5,1
96714,10.71425401075792,5,1
96750,12.361172370658442,2,6
102684,6.343349487178175,5,9
102689,13.8,0,3
102709,13.8,0,0
102716,12.182845139342968,4,4
102731,13.8,0,3
102756,10.398502407966777,3,1
102762,12.698000090258518,3,0
102765,10.083061130481992,6,3
102766,8.559304846246299,3,5
102794,13.8,0,0
102810,11.007950132808553,3,0
102843,11.007950132808553,1,5
102853,13.8,0,3
102860,13.8,0,0
102890,11.007950132808553,3,2
102895,11.472636476156389,2,3
108023,12.55480493374341,2,6
108031,4.453332039958986,7,6
108035,7.314853196564868,4,2
108037,13.010124756583883,3,1
108039,8.21393431111962,5,0
108043,11.56482052958491,1,4
108049,12.031032769266922,3,1
108059,13.8,0,3
108060,13.8,0,1
108069,13.8,0,3
108074,13.8,0,2
108097,9.78178393942305,5,2
108125,13.8,0,0
108128,6.98087446663476,5,0
108152,12.804875891454154,2,1
108238,12.804875891454154,2,2
108246,13.8,0,0
108255,13.8,0,0
108263,13.8,0,0
108342,11.766835879457043,2,0
114393,3.9566148760250575,3,3
114400,12.55480493374341,3,5
114407,11.317040961531216,4,2
114412,11.56482052958491,2,1
114421,9.627308552926124,9,1
114425,8.21393431111962,4,3
114430,7.5813644077819715,3,2
114431,12.977660855576495,1,1
114443,11.007950132808553,3,0
114444,5.202907732559084,4,0
114449,11.007950132808553,2,1
114453,11.164723670049518,2,3
114472,11.317040961531216,1,1
114496,12.259335340432736,2,2
114500,13.8,0,0
114506,12.77131608967524,2,1
114522,10.555201291724902,1,2
114580,13.8,0,0
114622,12.361172370658442,1,0
114650,13.8,0,0
114678,11.472636476156389,3,1
118702,1.7683145868784629,3,1
118714,10.228946019806829,1,3
118722,9.462953435380172,1,3
118727,8.688041270237905,1,2
118728,10.860805387276075,1,0
118736,6.98087446663476,3,3
118737,12.361172370658442,4,0
118785,12.804875891454154,1,0
118800,12.894981355405132,2,7
118801,11.56482052958491,2,1
118872,13.230111772921886,1,0
118903,11.472636476156389,2,5
121896,11.903627662592406,2,3
121905,13.8,0,1
121931,9.92715903124954,1,2
121932,10.71425401075792,1,0
121947,12.77131608967524,1,0
121956,13.8,0,0
121960,13.8,0,0
122001,11.007950132808553,5,4
122009,13.8,0,4
125037,13.056632387368863,1,5
125052,12.182845139342968,2,0
125054,8.559304846246299,6,7
125069,12.698000090258518,3,0
125070,12.698000090258518,4,1
125095,12.259335340432736,2,1
125102,13.8,0,0
125177,12.698000090258518,4,2
125182,12.804875891454154,2,2
125204,13.8,0,0
125326,12.55480493374341,3,3
128397,12.55480493374341,2,9
128398,11.56482052958491,2,4
128406,12.259335340432736,4,5
128409,12.698000090258518,4,2
128410,6.98087446663476,2,1
128416,13.056632387368863,2,4
128419,11.766835879457043,3,5
128421,13.056632387368863,2,2
128423,11.007950132808553,5,0
128425,13.14922900936169,1,1
128445,10.71425401075792,2,1
128458,12.031032769266922,1,1
128478,12.445128288561726,2,0
128510,13.8,0,0
128515,10.71425401075792,4,2
128577,13.8,0,3
131049,12.698000090258518,5,7
131053,8.688041270237905,4,2
131056,6.673014217597259,5,3
131059,9.627308552926124,7,3
131060,10.860805387276075,5,2
131063,5.740039501884972,3,1
131072,5.060286141005806,4,1
131077,3.1365850089211675,3,2
131082,13.27352288733255,1,1
131085,12.182845139342968,5,1
131098,12.361172370658442,4,2
131111,11.317040961531216,2,0
131117,13.8,0,0
131148,12.894981355405132,1,1
131188,13.8,0,0
134847,0.27394957471619147,10,14
134848,4.126382949614405,3,6
134850,9.155686374365665,8,5
134853,12.445128288561726,4,4
134854,13.331918027921478,1,1
134867,11.766835879457043,6,2
134878,13.8,0,0
134879,11.56482052958491,3,1
134884,7.790641621123916,7,2
134890,9.155686374365665,3,0
134895,9.627308552926124,2,4
134921,13.8,0,0
137892,9.389280682850277,5,3
137893,11.007950132808553,2,0
137896,13.27352288733255,1,2
137909,11.56482052958491,2,3
137934,12.182845139342968,3,0
137936,10.71425401075792,5,2
137937,9.92715903124954,2,4
137947,11.56482052958491,7,3
138003,12.259335340432736,1,0
140746,11.766835879457043,5,1
140747,10.228946019806829,4,0
140759,12.698000090258518,1,1
140761,9.627308552926124,5,2
140766,8.688041270237905,4,0
140782,12.894981355405132,1,2
140783,11.56482052958491,3,2
140820,10.398502407966777,2,0
140827,13.056632387368863,1,1
140856,12.804875891454154,2,3
143884,2.841325664222045,10,31
143889,10.083061130481992,3,5
143895,8.21393431111962,5,1
143896,5.61056555205565,4,1
143898,7.1271910119321165,4,5
143899,12.804875891454154,1,1
143900,12.031032769266922,2,2
143901,13.8,0,0
143905,11.903627662592406,3,1
143906,11.317040961531216,4,4
143908,10.228946019806829,4,6
143915,9.462953435380172,5,1
143924,13.8,0,0
143934,13.8,0,0
143935,5.989919683560276,1,1
143937,7.5813644077819715,2,2
143939,12.361172370658442,7,4
143942,7.314853196564868,3,1
143952,10.083061130481992,3,1
143956,13.8,0,0
143968,13.8,0,0
143987,13.8,0,0
143989,12.894981355405132,2,1
144012,13.8,0,0
144026,11.164723670049518,3,5
144091,13.010124756583883,3,2
146186,13.14922900936169,1,2
146187,11.56482052958491,5,2
146193,12.77131608967524,2,2
146194,12.698000090258518,3,1
146202,9.627308552926124,3,0
146217,13.8,0,1
146219,12.62066479053492,2,3
146226,11.903627662592406,3,1
146228,7.790641621123916,3,4
146234,11.766835879457043,4,0
146236,13.8,0,0
146241,11.903627662592406,2,2
146242,13.104017017822397,1,2
146250,12.182845139342968,3,0
146254,11.766835879457043,3,0
146259,13.8,0,0
146297,13.8,0,0
149180,9.017171205041503,8,2
149182,12.031032769266922,6,5
149186,12.804875891454154,2,7
149197,11.317040961531216,4,1
149198,13.8,0,0
149209,12.55480493374341,1,4
149233,12.445128288561726,4,2
149291,13.8,0,0
149299,13.8,0,0
152033,2.4291292845389068,5,6
152042,11.164723670049518,1,3
152043,10.860805387276075,4,4
152045,12.698000090258518,4,2
152046,7.950232596370229,3,4
152053,11.903627662592406,1,2
152055,12.259335340432736,1,4
152056,9.389280682850277,2,2
152063,10.860805387276075,3,1
152080,12.62066479053492,1,1
152146,12.182845139342968,5,6
154497,11.903627662592406,3,1
154498,7.1271910119321165,3,1
154524,13.8,0,0
154531,10.555201291724902,4,1
154558,9.017171205041503,7,0
154560,13.056632387368863,1,0
156813,7.314853196564868,2,3
156816,13.104017017822397,1,2
156817,8.06560019250075,5,4
156863,11.472636476156389,4,2
158849,11.56482052958491,3,2
158850,6.343349487178175,4,4
158852,12.62066479053492,3,2
158854,4.764322389615255,2,3
158855,12.804875891454154,3,3
158865,7.314853196564868,3,3
158876,9.389280682850277,5,1
158877,11.56482052958491,1,1
158886,13.8,0,2
158890,13.8,0,3
158893,12.259335340432736,2,1
158900,10.228946019806829,4,2
158909,13.8,0,3
161179,13.8,0,2
161192,8.559304846246299,4,2
161199,9.92715903124954,2,2
161200,6.673014217597259,2,0
161203,10.555201291724902,2,1
161214,11.903627662592406,6,2
161222,13.8,0,0
161225,10.398502407966777,4,2
161227,13.8,0,1
161242,7.790641621123916,2,0
161279,13.8,0,0
161308,13.8,0,0
163686,7.450283783623472,4,1
163691,9.462953435380172,7,2
163697,10.71425401075792,1,1
163698,9.462953435380172,3,0
163718,9.155686374365665,3,2
163722,11.164723670049518,4,0
163726,12.62066479053492,2,2
163762,12.77131608967524,1,2
165736,11.903627662592406,3,2
165741,12.361172370658442,4,1
165757,8.688041270237905,3,3
165764,9.017171205041503,5,1
165766,12.445128288561726,4,0
165819,9.78178393942305,4,0
165820,12.894981355405132,2,1
165849,13.8,0,0
168392,4.764322389615255,3,4
168397,12.361172370658442,2,3
168404,10.71425401075792,5,3
168409,12.894981355405132,1,3
168426,12.698000090258518,4,2
168431,13.8,0,0
168451,11.903627662592406,3,0
168464,9.627308552926124,5,3
168466,6.511025527436423,2,0
168478,11.903627662592406,3,1
168494,13.8,0,0
168506,13.8,0,0
168516,12.361172370658442,1,2
168565,12.182845139342968,3,2
170540,3.512781268699348,5,6
170542,5.202907732559084,8,1
170552,9.627308552926124,5,1
170565,13.8,0,0
170568,11.164723670049518,3,1
170575,2.4291292845389068,2,2
170579,10.228946019806829,2,0
170584,11.903627662592406,5,2
170598,13.8,0,0
172655,5.060286141005806,6,1
172657,11.903627662592406,5,4
172660,5.989919683560276,3,4
172663,7.5813644077819715,4,4
172678,10.083061130481992,3,1
172679,11.007950132808553,1,2
172683,9.627308552926124,2,2
172689,10.555201291724902,2,1
172700,12.62066479053492,3,2
172707,12.259335340432736,2,1
172708,13.8,0,0
172714,12.804875891454154,1,0
172729,12.55480493374341,3,2
175241,13.8,0,10
175246,13.14922900936169,2,3
175251,13.056632387368863,1,2
175252,13.8,0,4
175254,10.083061130481992,2,1
175255,5.410432554332628,6,2
175260,8.356294756117382,3,1
175268,9.017171205041503,5,1
175271,10.228946019806829,1,1
175273,12.445128288561726,2,1
175274,8.688041270237905,4,0
175278,13.8,0,0
175295,11.56482052958491,1,1
175308,13.8,0,3
175314,11.903627662592406,3,4
175320,10.71425401075792,3,0
175321,11.903627662592406,2,5
175348,10.555201291724902,4,0
177725,12.361172370658442,3,6
177730,10.71425401075792,2,1
177740,6.2282824636046845,3,1
177742,12.182845139342968,8,2
177748,13.8,0,0
177751,11.472636476156389,2,3
177759,13.8,0,0
177770,11.472636476156389,1,5
177778,11.903627662592406,3,3
177805,11.766835879457043,3,0
177810,13.8,0,0
177822,11.164723670049518,4,1
177826,13.8,0,0
179886,1.8821674208090837,7,3
179889,9.627308552926124,5,5
179892,5.060286141005806,3,1
179897,6.343349487178175,2,0
179902,12.182845139342968,2,1
179908,9.389280682850277,3,3
179909,5.989919683560276,3,2
179915,7.5813644077819715,3,2
179927,2.5342256999883768,4,0
179930,6.829554589521826,3,1
179931,12.259335340432736,3,0
179933,11.164723670049518,3,1
179937,11.472636476156389,3,1
179952,9.627308552926124,2,2
179979,13.8,0,0
179989,9.92715903124954,4,0
181985,10.398502407966777,5,4
181995,12.55480493374341,1,2
181996,13.230111772921886,1,3
182012,5.202907732559084,5,3
182014,8.841999739310916,3,0
182029,13.8,0,2
182034,10.228946019806829,2,0
182067,13.8,0,0
182080,11.007950132808553,2,0
182082,8.356294756117382,1,2
182118,12.031032769266922,3,4
184837,12.031032769266922,8,8
184838,7.5813644077819715,5,1
184841,9.92715903124954,7,7
184844,11.766835879457043,2,2
184845,13.8,0,2
184847,13.8,0,2
184849,9.78178393942305,3,0
186927,1.2972064222772546,7,4
186933,4.453332039958986,4,5
186935,13.230111772921886,1,3
186943,7.314853196564868,3,0
186956,13.8,0,3
186961,13.8,0,0
186962,10.398502407966777,1,4
186966,10.083061130481992,3,1
187014,13.8,0,0
187015,9.462953435380172,5,0
187047,12.445128288561726,3,2
188861,12.031032769266922,4,8
188862,13.8,0,0
188867,9.155686374365665,7,5
188872,9.78178393942305,7,3
188873,9.155686374365665,3,5
188884,11.007950132808553,3,3
188885,10.860805387276075,2,0
188900,12.804875891454154,4,0
188925,9.627308552926124,4,1
188930,9.92715903124954,2,1
188937,6.98087446663476,3,0
191079,3.9566148760250575,16,6
191087,9.462953435380172,6,3
191094,12.361172370658442,1,3
191111,11.472636476156389,2,1
191119,11.56482052958491,1,2
191133,13.8,0,0
191136,13.8,0,0
191143,6.98087446663476,3,2
191170,12.804875891454154,1,2
192905,8.06560019250075,3,7
192907,11.903627662592406,5,2
192908,8.21393431111962,4,2
192921,10.860805387276075,1,1
192929,10.398502407966777,3,2
192948,12.77131608967524,2,3
192969,13.104017017822397,1,1
192991,13.8,0,0
193084,11.903627662592406,5,1
194947,3.1365850089211675,7,6
194954,12.259335340432736,3,1
194955,12.259335340432736,2,0
194965,8.356294756117382,5,0
194967,6.98087446663476,2,1
194977,12.259335340432736,2,2
195028,13.8,0,0
195040,13.8,0,0
197109,1.6529178379808374,6,9
197110,6.343349487178175,7,3
197114,2.4291292845389068,5,2
197116,12.361172370658442,2,4
197117,10.398502407966777,3,3
197120,5.202907732559084,6,6
197143,13.8,0,0
197144,13.331918027921478,1,2
197145,11.766835879457043,3,0
197156,13.8,0,0
197190,12.894981355405132,2,1
199324,13.14922900936169,1,2
199327,10.71425401075792,5,0
199334,8.21393431111962,1,0
199344,11.164723670049518,2,3
199351,11.317040961531216,3,3
199376,11.766835879457043,2,0
200829,12.361172370658442,1,2
200901,13.8,0,2
202644,9.92715903124954,4,4
202646,9.155686374365665,7,6
202698,13.8,0,0
204234,11.56482052958491,4,11
204243,10.398502407966777,3,2
204247,11.766835879457043,3,0
204256,10.71425401075792,2,1
204262,13.8,0,1
204267,9.155686374365665,4,1
204271,11.903627662592406,2,1
204275,11.56482052958491,1,1
204303,13.056632387368863,3,1
204310,13.8,0,0
206226,1.4173900744546557,5,6
206230,9.017171205041503,4,4
206231,12.361172370658442,1,3
206241,12.361172370658442,1,0
207478,11.56482052958491,2,4
207488,13.14922900936169,1,1
207493,6.673014217597259,3,2
207530,12.031032769266922,4,1
208783,5.202907732559084,11,4
208785,9.155686374365665,2,5
208792,8.21393431111962,4,0
208794,2.841325664222045,2,1
208800,11.164723670049518,3,1
208806,13.14922900936169,2,0
208812,10.398502407966777,4,2
208820,12.977660855576495,1,0
208825,13.8,0,0
208842,13.8,0,0
210771,12.182845139342968,2,1
210778,2.105340709255928,4,1
210784,6.829554589521826,2,0
210786,8.06560019250075,3,2
210800,12.804875891454154,4,1
210837,13.8,0,3
210858,11.903627662592406,3,0
212836,1.6529178379808374,23,26
212857,10.228946019806829,5,3
212903,11.903627662592406,3,0
214456,12.804875891454154,1,6
214468,13.056632387368863,2,1
214476,13.010124756583883,1,1
216020,13.14922900936169,3,4
216033,9.389280682850277,5,3
216060,12.62066479053492,2,1
217486,4.291913083776049,9,7
217489,10.083061130481992,4,0
217497,11.766835879457043,3,1
219037,12.698000090258518,6,2
219043,11.56482052958491,1,3
219045,8.356294756117382,6,3
219047,6.829554589521826,3,0
219049,11.903627662592406,1,4
219066,12.031032769266922,1,2
220565,1.6529178379808374,3,1
220566,11.007950132808553,4,0
220567,12.62066479053492,2,2
220570,4.61076233003753,4,5
220573,6.2282824636046845,2,5
220576,13.8,0,0
220580,1.0518636497159117,9,3
220581,7.790641621123916,4,1
220582,12.361172370658442,4,1
220597,13.8,0,2
220600,9.462953435380172,2,1
220609,13.8,0,0
220637,13.8,0,0
222277,7.5813644077819715,4,7
222282,12.182845139342968,1,4
222283,8.841999739310916,5,3
222287,10.228946019806829,6,5
222318,7.314853196564868,2,2
222326,13.14922900936169,1,3
223912,12.031032769266922,4,2
223918,13.8,0,3
223933,10.398502407966777,3,3
223955,13.8,0,0
225155,1.7683145868784629,7,2
225181,7.790641621123916,7,0
225195,13.8,0,0
225208,13.8,0,0
226208,12.445128288561726,6,2
226236,13.8,0,0
226237,13.8,0,1
226273,11.007950132808553,2,0
227574,5.410432554332628,10,4
227576,2.7403023795756303,4,2
227595,7.450283783623472,2,0
227596,9.92715903124954,3,2
227601,8.21393431111962,4,2
227611,13.198853574391512,1,2
227622,11.472636476156389,2,3
227624,13.8,0,0
227631,11.766835879457043,1,2
228684,11.56482052958491,3,6
228702,8.559304846246299,3,1
228711,11.007950132808553,2,2
228759,13.104017017822397,1,1
228761,11.472636476156389,3,0
230236,6.98087446663476,6,2
230279,13.8,0,0
230339,12.804875891454154,2,2
231706,0.27394957471619147,6,1
231709,0.13786721139611363,9,4
231717,9.92715903124954,4,0
231735,10.398502407966777,3,3
231752,13.8,0,0
233218,11.766835879457043,2,2
233230,9.155686374365665,1,3
233278,11.766835879457043,3,3
234515,12.182845139342968,4,3
234518,7.314853196564868,3,1
234520,12.259335340432736,1,4
234524,10.860805387276075,7,2
234530,10.860805387276075,2,2
234534,9.155686374365665,3,2
234536,8.356294756117382,2,2
234538,9.92715903124954,3,2
234557,13.8,0,0
234596,12.77131608967524,1,2
235694,9.155686374365665,6,2
